Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
New Adventures of the Elusive Avenger,NULL,War,6,82 min.,Edmond Keosayan,NULL,Viktor Kosykh|Mikhail Metelkin|Valentina Kurdyukova|Armen Dzhigarkhanyan,USSR,NULL,NULL,NULL,NULL,NULL
Nezabyvayemoye,NULL,War,6,152 min.,Yulia Solntseva,NULL,Zinaida Dekhtyareva|Irina Korotkova|Svetlana Kuzmina|Yuri Fisenko,USSR,NULL,NULL,NULL,NULL,Mosfilm Studios|Sovexportfilm
Niagara,NULL,Thriller,7,89 min.,Henry Hathaway,NULL,Marilyn Monroe|Joseph Cotten|Jean Peters|Denis O'Dea,USA,NULL,NULL,NULL,"Jan 21, 1953 (USA - Unknown)",20th Century Fox
Night and Fog in Japan,NULL,Drama,8,NULL,Nagisa Oshima,NULL,Miyuki Kuwano|Fumio Watanabe|Masahiko Tsugawa|Akiko Koyama,Japan,NULL,NULL,NULL,NULL,NULL
Night and the City,NULL,Crime,10,95 min.,Jules Dassin,NULL,Richard Widmark|Gene Tierney|Googie Withers|Hugh Marlowe,UK,NULL,NULL,NULL,"Apr 1, 1950 (USA - Unknown)",20th Century Fox
Nightcap,PG,Thriller,7,99 min.,Claude Chabrol,NULL,Isabelle Huppert|Jacques Dutronc|Rodolphe Pauly|Michel Robin,France|Switzerland,NULL,NULL,NULL,"Jul 31, 2002 (USA - Limited)",CAB Productions|France 2 Cinema|MK2 Productions|Television Suisse Romande|YMC Productions
Nightfall,NULL,Thriller|Crime,8,78 min.,Jacques Tourneur,NULL,Aldo Ray|Brian Keith|Anne Bancroft|Jocelyn Brando,USA,NULL,NULL,NULL,"Jan 23, 1957 (USA - Unknown)",Columbia Pictures|Copa
Nightmare Alley,NULL,Drama,8,111 min.,Edmund Goulding,NULL,Tyrone Power|Joan Blondell|Coleen Gray|Helen Walker,USA,NULL,NULL,NULL,"Oct 9, 1947 (USA - Unknown)",20th Century Fox
Night Must Fall,NULL,Thriller,8,117 min.,Richard Thorpe,NULL,Robert Montgomery|Rosalind Russell|Dame May Whitty|Alan Marshal,USA,NULL,NULL,NULL,"Apr 30, 1937 (USA - Unknown)",MGM
Night Nurse,NULL,Crime|Drama,8,72 min.,Igor Auzins|William Wellman,NULL,Barbara Stanwyck|Ben Lyon|Joan Blondell|Charlotte Merriam,USA,NULL,NULL,NULL,"Aug 8, 1931 (USA - Unknown)",Warner Brothers
Night Plane from Chungking,NULL,Adventure|Mystery|War,6,68 min.,Ralph Murphy,NULL,Robert Preston|Ellen Drew|Steven Geray|Soo Yong,USA,NULL,NULL,NULL,NULL,Paramount
Nights of Cabiria,NR,Drama,9,111 min.,Federico Fellini,NULL,Giulietta Masina|Amedeo Nazzari|Franca Marzi|FranÃƒÂ§ois Perier,France|Italy,NULL,NULL,NULL,"Jul 1, 1998 (USA)",NULL
Nightwatch,NULL,Thriller,8,104 min.,Ole Bornedal,NULL,Nikolaj Coster-Waldau|Kim Bodnia|Lotte Andersen|Ulf Pilgaard,Denmark,NULL,NULL,NULL,NULL,Danish Film Institute|Danmarks Radio|Thura Film
Nihon No Higeki,NULL,Drama,8,116 min.,Keisuke Kinoshita,NULL,Keiko Awaji|Yoko Katsuragi|Yuko Mochizuki|Keiji Sada,Japan,NULL,NULL,NULL,NULL,NULL
Nijushi no Hitomi,NULL,Drama,9,158 min.,Keisuke Kinoshita,NULL,Hideko Takamine|Yumeji Tsukioka|Takahiro Tamura|Toshiko Kobayashi,Japan,NULL,NULL,NULL,"Sep 15, 1954 (USA - Unknown)",NULL
Nine Lives,R,Drama,8,114 min.,Rodrigo GarcÃƒÂ_a,NULL,Kathy Baker|Amy Brenneman|Elpidia Carrillo|Glenn Close,USA,NULL,NULL,NULL,"Oct 14, 2005 (USA - Limited)",Mockingbird Pictures|Z Films
Ninjo Kami Fusen,NULL,Drama,8,86 min.,Sadao Yamanaka,NULL,Ganemon Nakamura,Japan,NULL,NULL,NULL,NULL,NULL
Nishijin no shimai,NULL,Drama,8,110 min.,NULL,NULL,Mitsuko Miura|Chieko Higashiyama|Kinuyo Tanaka|Jukichi Uno,Japan,NULL,NULL,NULL,NULL,Daiei
Noa at 17,NULL,Drama,8,94 min.,Isaac Yeshurun,NULL,Dalia Shimko|Idit Zur|Shmuel Shilo,Israel,NULL,NULL,NULL,NULL,Nachshon Films
Noah's Ark,NULL,Action|Drama|Epic|War,6,100 min.,Michael Curtiz,NULL,"Dolores Costello|George O'Brien|Guinn ""Big Boy"" Williams|Louise Fazenda",USA,NULL,NULL,NULL,"Nov 1, 1928 (USA - Unknown)",Warner Brothers
Nobody Else But You,NR,Thriller,7,102 min.,Gerald Hustache-Mathieu,NULL,Jean-Paul Rouve|Sophie Quinton|Guillaume Gouix|ArsinÃƒÂ©e Khanjian,France,NULL,NULL,NULL,"May 11, 2012 (USA - Limited)",Canal+|Cinecinema|Dharmasala|France 2 Cinema|France Televisions|La Banque Postale Image 3|La Sofica Soficinema 6
Nobody Knows,PG13,Drama,9,140 min.,Hirokazu Kore-eda,NULL,Yuya Yagira|Ayu Kitaura|Hiei Kimura|Momoko Shimizu,Japan,NULL,NULL,NULL,"Feb 4, 2005 (USA - Limited)",Bandai Visual Company|Cine Qua Non|Engine Film|TV Man Union
Noch Nad Chili,NULL,Drama,8,90 min.,Sebastian Alarcon,NULL,Grigory Grigoriu|Giuli Chokhonelidze|Baadur Tsuladze|Islam Kaziev,Chile|USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
No Country for Old Men,R,Thriller,9,122 min.,Ethan Coen|Joel Coen,NULL,Tommy Lee Jones|Javier Bardem|Josh Brolin|Woody Harrelson,USA,NULL,NULL,NULL,"Nov 9, 2007 (USA - Limited)",Mike Zoss|Miramax Films|Paramount Vantage|Scott Rudin
Nocturnal Animals,R,Drama|Thriller,7,116 min.,Tom Ford,NULL,Amy Adams|Jake Gyllenhaal|Aaron Taylor-Johnson|Isla Fisher,USA,NULL,NULL,NULL,"Nov 18, 2016 (USA - Limited), Dec 9, 2016 (USA - Expanding)",Artina Films|Fade to Black
No End,NULL,Drama|Fantasy,8,109 min.,Krzysztof Kieslowski,NULL,Grazyna Szapolowska|Maria Pakulnis|Aleksander Bardini|Jerzy Radziwilowicz,Poland,NULL,NULL,NULL,"Mar 6, 1987 (USA)",Film Polski
Noise,NULL,Thriller,8,106 min.,Matthew Saville,NULL,Brendan Cowell|Maia Thomas|Henry Nixon|Nicholas Bell,Australia,NULL,NULL,NULL,"Jun 24, 2011 (USA - Limited)",Australian Film Finance Corporation|Film Victoria|Madman Cinema|Retro Active Films|SBS Independent
No Man's Land,R,War,8,98 min.,Danis Tanovic,NULL,Rene Bitorajac|Filip Sovagovic|Katrin Cartlidge|Simon Callow,Belgium|France|Italy|Slovenia|UK,NULL,NULL,NULL,"Dec 7, 2001 (USA - Limited)",Fabrica Films|Man's Films|Noe Productions|Studio Maj/Casablanca
Non-Stop,PG13,Thriller,7,107 min.,Jaume Collet-Serra,NULL,Liam Neeson|Julianne Moore|Nate Parker|Scoot McNairy,USA,NULL,NULL,NULL,"Feb 28, 2014 (USA)",Dark Castle|StudioCanal
No Place Like Home,NULL,Drama,8,97 min.,Lee Grant,NULL,Christine Lahti|Jeff Daniels|Kathy Bates|Anne Pitoniak,USA,NULL,NULL,NULL,NULL,Feury-Grant Productions|Orion Television
No,R,Drama,8,110 min.,Pablo Larrain,NULL,Alfredo Castro|Antonia Zegers|Luis Gnecco|Marcial Tagle,Chile,NULL,NULL,NULL,"Feb 15, 2013 (USA - Limited)",Canana|Fabula|Participant Media
No Regrets for Our Youth,NULL,Drama,8,110 min.,Akira Kurosawa,NULL,Akitake Kono|Takashi Shimura|Denjiro Okochi|Eiko Miyoshi,Japan,NULL,NULL,NULL,"Oct 29, 1946 (USA - Unknown)",NULL
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,R,Drama,9,118 min.,Joseph Cedar,NULL,Richard Gere|Lior Ashkenazi|Michael Sheen|Steve Buscemi,Israel|USA,NULL,NULL,NULL,"Apr 14, 2017 (USA - Limited)",Blackbird|Cold Iron Pictures|Tadmor Entertainment
Norma Rae,PG,Drama,8,120 min.,Martin Ritt,NULL,Sally Field|Beau Bridges|Ron Leibman|Pat Hingle,USA,NULL,NULL,NULL,"Mar 2, 1979 (USA - Unknown)",20th Century Fox
"Norte, the End of History",NULL,Drama,8,250 min.,Lav Diaz,NULL,Sid Lucero|Archie Alemania|Soliman Cruz|Angeli Bayani,Philippines,NULL,NULL,NULL,"Jun 20, 2014 (USA - Limited)",Kayan Productions|Wacky O Productions
North by Northwest,NULL,Thriller|Spy Film,10,136 min.,Alfred Hitchcock,NULL,Cary Grant|Eva Marie Saint|James Mason|Jesse Royce Landis,USA,NULL,NULL,NULL,NULL,MGM
Northern Lights,NULL,Drama,8,85 min.,John Hanson|Martin Lavut|Rob Nilsson,NULL,Robert Behling|Susan Lynch|Joe Spano|Ray Ness,Canada|USA,NULL,NULL,NULL,"Jul 12, 1978 (USA - Unknown)",Cine Manifest
Norwegian Wood,NR,Drama,9,133 min.,Tran Anh Hung,NULL,Kenichi Matsuyama|Rinko Kikuchi|Kiko Mizuhara|Kengo Kora,Japan,NULL,NULL,NULL,"Jan 6, 2012 (USA - Limited)",Asmik Ace Entertainment|Fuji Television Network
Not as a Stranger,NR,Drama,8,135 min.,Frank Kramer|Stanley Kramer,NULL,Olivia de Havilland|Robert Mitchum|Frank Sinatra|Gloria Grahame,USA,NULL,NULL,NULL,"Jun 28, 1955 (USA - Unknown)",Stanley Kramer Productions|United Artists
Not Forgotten,R,Thriller,7,97 min.,Dror Soref,NULL,Simon Baker|Paz Vega|Michael de Lorenzo|Ken Davitian,USA,NULL,NULL,NULL,"Sep 11, 2009 (USA - Limited)",Myriad Pictures
Nothing Personal,NR,Drama,8,85 min.,Urszula Antoniak,NULL,Lotte Verbeek|Stephen Rea|Tom Charlfa|Ann Marie Horan,Ireland|Netherlands,NULL,NULL,NULL,"Nov 19, 2010 (USA - Limited)",Family Affair Films|Fastnet Films|Rinkel Film & TV Productions|VPRO
Notorious,NULL,Spy Film|Thriller,10,101 min.,Alfred Hitchcock,NULL,Cary Grant|Ingrid Bergman|Claude Rains|Louis Calhern,USA,NULL,NULL,NULL,NULL,RKO Pictures
Nous Ne Vieillirons Pas Ensemble,NULL,Drama,8,106 min.,Maurice Pialat,NULL,MarlÃƒÂ¨ne Jobert|Jean Yanne|Christine Fabrega|Maurice Risch,France|Italy,NULL,NULL,NULL,NULL,Empire Film (Rome)|Lido Films
No Way Out,R,Thriller,8,114 min.,Roger Donaldson,NULL,Kevin Costner|Gene Hackman|Sean Young|Will Patton,USA,NULL,NULL,NULL,"Aug 14, 1987 (USA)",Orion|Ziskin
No Way to Treat a Lady,NULL,Comedy|Crime,7,108 min.,Jack Smight,NULL,Rod Steiger|Lee Remick|George Segal|Eileen Heckart,USA,NULL,NULL,NULL,"Mar 20, 1968 (USA - Unknown)",Paramount
Nowhere in Africa,R,Drama,8,141 min.,Caroline Link,NULL,Juliane KÃƒÂ¶hler|Merab Ninidze|Matthias Habich|Sidede Onyulo,Germany,NULL,NULL,NULL,"Mar 7, 2003 (USA - Limited)",Bavaria Films|Constantin Film|MC-One|MTM Medien & Television|Television MÃƒÂ_nchen Produktion
Nuit #1,NULL,Drama,10,91 min.,Anne ÃƒÂ‰mond,NULL,Catherine de LÃƒÂ©an|Dimitri Storoge,Canada,NULL,NULL,NULL,"Jul 27, 2012 (USA - Limited)",Metafilms
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Nurse Edith Cavell,NULL,Drama|War,6,95 min.,Herbert Wilcox,NULL,Anna Neagle|Edna May Oliver|George Sanders|May Robson,USA,NULL,NULL,NULL,"Sep 22, 1939 (USA - Unknown)",Imperadio
O Amuleto de Ogum,NULL,Crime|Drama,8,112 min.,Nelson Pereira dos Santos,NULL,Jofre Soares,Brazil,NULL,NULL,NULL,NULL,Embrafilme|Regina Films
Oasis,NULL,Drama,8,132 min.,Lee Chang-dong,NULL,Seol Gyeong-gu|Moon So-ri,South Korea,NULL,NULL,NULL,"May 7, 2004 (USA - Limited)",Dream Venture Capital|East Film
"Objective, Burma!",NR,War,8,142 min.,Raoul Walsh,NULL,Errol Flynn|Henry Hull|William Prince|James Brown,USA,NULL,NULL,NULL,"Feb 17, 1945 (USA - Unknown)",Warner Brothers
Oblomov,NULL,Drama,8,150 min.,Nikita Mikhalkov,NULL,Oleg Tabakov|Andrei Popov|Yelena Solovey|Avangard Leontyev,USA|USSR,NULL,NULL,NULL,NULL,Mosfilm Studios|Sovexportfilm
"O Brother, Where Art Thou?",PG13,Comedy|Crime,8,106 min.,Joel Coen,NULL,George Clooney|John Turturro|Tim Blake Nelson|Charles Durning,USA,NULL,NULL,NULL,"Dec 20, 2000 (USA - Limited)",Canal Plus|Universal|Working Title Films
Ocean's Eleven,PG13,Comedy|Crime,7,120 min.,Steven Soderbergh,NULL,George Clooney|Brad Pitt|Matt Damon|Don Cheadle,USA,NULL,NULL,NULL,"Dec 7, 2001 (USA)",JW|NPV Entertainment|Section Eight|Village Roadshow Pictures
Ocean's Thirteen,PG13,Comedy|Crime,7,122 min.,Steven Soderbergh,NULL,George Clooney|Brad Pitt|Matt Damon|Andy Garcia,USA,NULL,NULL,NULL,"Jun 8, 2007 (USA)",Jerry Weintraub Productions|Section 8|Village Roadshow Pictures|Warner Brothers
Ocean's Twelve,PG13,Crime|Comedy,7,125 min.,Steven Soderbergh,NULL,George Clooney|Brad Pitt|Matt Damon|Catherine Zeta-Jones,USA,NULL,NULL,NULL,"Dec 10, 2004 (USA)",Jerry Weintraub Productions|Section Eight|Village Roadshow Pictures|Warner Brothers Pictures
October Sky,PG,Drama,8,108 min.,Joe Johnston,NULL,Jake Gyllenhaal|Chris Cooper|Laura Dern|William Lee Scott,USA,NULL,NULL,NULL,"Feb 19, 1999 (USA)",NULL
Odd Man Out,NULL,Drama,8,116 min.,Carol Reed,NULL,Fay Compton|Robert Newton|Robert Beatty|Kathleen Ryan,UK,NULL,NULL,NULL,"Feb 1, 1947 (USA - Unknown)",General Film Distributors|Two Cities Films
Odnazhdy Nochyu,NULL,War,6,83 min.,Boris Barnet,NULL,Irina Radchenko|Boris Andreyev|Boris Barnet|Veronica Radburn,Russia|USSR,NULL,NULL,NULL,NULL,Erevan Studios|Yerevan Studios
O Dragao da Maldade Contra o Santo Guerreiro,NULL,Drama,8,100 min.,Glauber Rocha,NULL,Mauricio do Valle|Odete Lara|Othon Bastos|Hugo Carvana,Brazil,NULL,NULL,NULL,NULL,Mapa Filmes
Of Gods and Men,PG13,Drama,8,120 min.,Xavier Beauvois,NULL,Lambert Wilson|Olivier Rabourdin|Philippe Laudenbach|Jacques Herlin,France,NULL,NULL,NULL,"Feb 25, 2011 (USA - Limited)",Armada Films|France 3 CinÃƒÂ©ma|Why Not Productions
Of Human Hearts,NULL,Drama,8,100 min.,Clarence Brown,NULL,Walter Huston|James Stewart|Beulah Bondi|Guy Kibbee,USA,NULL,NULL,NULL,"Feb 11, 1938 (USA - Unknown)",MGM
Of Mice and Men,NULL,Drama,9,107 min.,Lewis Milestone,NULL,"Burgess Meredith|Lon Chaney, Jr.|Betty Field|Charles Bickford",USA,NULL,NULL,NULL,"Dec 30, 1939 (USA - Unknown)",United Artists
Ognennaya Duga,NULL,War|Epic,6,NULL,Yuri Ozerov,NULL,Mikhail Ulyanov,East Germany|Poland|USSR|Yugoslavia,NULL,NULL,NULL,NULL,NULL
Okasan,NULL,Drama,8,98 min.,Mikio Naruse,NULL,Kinuyo Tanaka|Masao Mishima|Akihiko Katayama|Kyoko Kagawa,Japan,NULL,NULL,NULL,NULL,Shintoho
Okja,NULL,Adventure|Science Fiction|Thriller,8,118 min.,Bong Joon-ho,NULL,Tilda Swinton|Paul Dano|Jake Gyllenhaal|Lily Collins,South Korea|USA,NULL,NULL,NULL,"Jun 28, 2017 (USA - Limited)",Lewis Pictures|Plan B Entertainment
Okraina,NULL,Drama,8,82 min.,Boris Barnet,NULL,Sergei Komarov|Yelena Kuzmina|Alexander Chistyakov|Nikolai Bogolyubov,USSR,NULL,NULL,NULL,NULL,NULL
Oldboy,R,Thriller,8,118 min.,Park Chan-wook,NULL,Choi Min-Sik|Gang Hye-jeong,South Korea,NULL,NULL,NULL,"Mar 25, 2005 (USA - Limited)",Egg Films|Show East
Old Joy,NULL,Drama,8,73 min.,Kelly Reichardt,NULL,Daniel London|Will Oldham|Tanya Smith|Keri Moran,USA,NULL,NULL,NULL,"Sep 20, 2006 (USA - Limited)",NULL
Old Stone,NULL,Thriller,7,80 min.,Johnny Ma,NULL,Nai An|Zhang Zhan,Canada|China,NULL,NULL,NULL,"Nov 30, 2016 (USA - Limited)",Maktub Films
Old Wives for New,NULL,Drama|Romance,8,NULL,Cecil B. DeMille,NULL,"William ""Hopalong"" Boyd|Irene Rich|Alice Taaffe|Alice Terry",USA,NULL,NULL,NULL,NULL,Artcraft
Old Yeller,G,Children's/Family|Drama,10,84 min.,Robert Stevenson,NULL,Dorothy McGuire|Fess Parker|Tommy Kirk|Kevin Corcoran,USA,NULL,NULL,NULL,"Dec 25, 1957 (USA - Unknown)",Buena Vista|Walt Disney Productions
Oliver Twist,NULL,Drama,8,104 min.,Clive Donner,NULL,George C. Scott|Tim Curry|Michael Hordern|Timothy West,UK,NULL,NULL,NULL,"Mar 23, 1982 (USA - Unknown)",Claridge|Grafton Films
Oliver Twist,NULL,Drama,8,75 min.,Hal Sutherland,NULL,Josh Albee|Les Tremayne|Cathleen Cordell|Michael Evans,USA,NULL,NULL,NULL,NULL,Filmation
Oliver Twist,NULL,Drama,8,77 min.,Frank Lloyd,NULL,Jackie Coogan|Lon Chaney|Gladys Brockwell|Lionel Belmore,USA,NULL,NULL,NULL,"Oct 30, 1922 (USA - Unknown)",Associated First National Pictures|Jackie Coogan Productions|Sol Lesser Productions
Oliver Twist,NULL,Drama,9,116 min.,David Lean,NULL,Robert Newton|Alec Guinness|Kay Walsh|Francis L. Sullivan,UK,NULL,NULL,NULL,NULL,Cineguild|J. Arthur Rank Productions
Omar,NULL,Drama,8,96 min.,Hany Abu-Assad,NULL,Adam Bakri|Waleed F. Zuaiter|Leem Lubany|Eyad Hourani,Palestine,NULL,NULL,NULL,"Feb 21, 2014 (USA - Limited)",Zbros
O Melissokomos,NULL,Drama,8,142 min.,Theo Angelopoulos,NULL,Marcello Mastroianni|Nadia Mourouzi|Serge Reggiani|Jenny Roussea,France|Greece|Italy,NULL,NULL,NULL,NULL,ERT 1|Greek Film Center|International Cinema Corporation|Marin Karmitz Productions|RAI|RaiTre
Ona Zashchishchayet Rodinu,NULL,Drama|War,6,74 min.,Friedrich Ermler,NULL,Vera Maretskaya|Nikolai Bogolyubov|Anna Smirnova|Pyotr Aleinikov,USA|USSR,NULL,NULL,NULL,NULL,Ata|Central Amalgamated Studio|Central Art Film Studios
Once an Eagle,NULL,Drama|War,7,520 min.,Richard Michaels|E.W. Swackhamer,NULL,Sam Elliott|Cliff Potts|Glenn Ford|Amy Irving,USA,NULL,NULL,NULL,NULL,Universal TV
Once Before I Die,NULL,Action|Drama|War,6,97 min.,John Derek,NULL,John Derek|Ursula Andress|Richard Jaeckel|Ron Ely,Philippines|USA,NULL,NULL,NULL,NULL,NULL
Once Upon a Time in America,R,Crime,10,229 min.,Sergio Leone,NULL,Robert De Niro|James Woods|Elizabeth McGovern|Treat Williams,Italy|USA,NULL,NULL,NULL,NULL,Ladd Company|PSO International
Once Upon a Time in Anatolia,NR,Drama,8,150 min.,Nuri Bilge Ceylan,NULL,Muhammet Uzuner|Yilmaz Erdogan|Taner Birsel|Ahmet Memtaz Taylan,Bosnia|Turkey,NULL,NULL,NULL,"Jan 4, 2012 (USA - Limited)",NULL
Once Upon a Time in China,R,Action|Adventure,9,112 min.,Tsui Hark,NULL,Jet Li|Yuen Biao|Jacky Cheung|Rosamund Kwan,Hong Kong,NULL,NULL,NULL,"Aug 15, 1991 (USA - Unknown)",Film Workshop|Golden Harvest
Once Upon a Time Veronica,NULL,Drama,8,91 min.,Marcelo Gomes,NULL,W.J. Solha|JoÃƒÂ£o Miguel|Maeve Jinkings|Julio Rocha,Brazil|France,NULL,NULL,NULL,"Nov 28, 2014 (USA - Limited)",Dezenove Som e Imagem|Urban Factory
Once Were Warriors,R,Drama,8,102 min.,Lee Tamahori,NULL,Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell|Taungaroa Emile,New Zealand,NULL,NULL,NULL,NULL,Avalon Studios|Communicado|New Zealand Film Commission|NZ on Air
One and Eight,NULL,Drama,8,90 min.,Zhang Junzhao,NULL,Lu Xiaoyan|Xie Yuan|Chen Daoming,China,NULL,NULL,NULL,"Apr 5, 1983 (USA - Unknown)",Guangxi Film Studio
One Armed Swordsman,NULL,Action,8,109 min.,Chang Cheh,NULL,Jimmy Wang Yu|Chiao Chiao,Hong Kong,NULL,NULL,NULL,"Jul 26, 1967 (USA - Unknown)",Unicorn Pictures
One Deadly Summer,R,Drama,8,130 min.,Jean Becker,NULL,Isabelle Adjani|Alain Souchon|Suzanne Flon|Jenny Cleve,France,NULL,NULL,NULL,NULL,CAPAC|SNC|TF1 Films
One False Move,R,Thriller,8,105 min.,Carl Franklin,NULL,Bill Paxton|Cynda Williams|Jim Metzler|Billy Bob Thornton,USA,NULL,NULL,NULL,"May 8, 1992 (USA)",I.R.S.|IRS Media
One of Our Aircraft Is Missing,NR,Drama|War,6,103 min.,Michael Powell|Emeric Pressburger,NULL,Godfrey Tearle|Eric Portman|Hugh Williams|Bernard Miles,UK,NULL,NULL,NULL,"Jun 27, 1942 (USA - Unknown)",United Artists
One Way Passage,NULL,Drama|Romance,8,69 min.,Tay Garnett,NULL,William Powell|Kay Francis|Frank McHugh|Aline MacMahon,USA,NULL,NULL,NULL,"Sep 1, 1932 (USA - Unknown)",Warner Brothers
On Golden Pond,PG,Drama,8,109 min.,Mark Rydell,NULL,Katharine Hepburn|Henry Fonda|Jane Fonda|Doug McKeon,USA,NULL,NULL,NULL,NULL,Associated Film Distribution|IPC Films|ITC Films|Universal
Oni Srazhalis Za Rodinu,NULL,War|Drama,6,170 min.,Sergei Bondarchuk,NULL,Vyacheslav Tikhonov|Sergei Bondarchuk|Yuri Nikulin|Ivan Lapikov,USSR,NULL,NULL,NULL,NULL,Mosfilm Studios|Sovexportfilm
Only Yesterday,PG,Drama|Romance,9,118 min.,Isao Takahata,NULL,Miki Imai|Daisy Ridley|Toshiro Yanagiba|Dev Patel,Japan,NULL,NULL,NULL,NULL,Studio Ghibli
On Ne Meurt Que Deux Fois,NULL,Thriller,8,106 min.,Jacques Deray,NULL,Michel Serrault|Charlotte Rampling|Xavier DeLuc|Elisabeth Depardieu,France,NULL,NULL,NULL,NULL,Swanie Productions
On the Job,NULL,Thriller,7,120 min.,Erik Matti,NULL,Piolo Pascual|Gerald Anderson|Joel Torre|Angel Aquino,Philippines,NULL,NULL,NULL,"Sep 27, 2013 (USA - Limited)",NULL
On the Waterfront,NR,Drama,10,107 min.,Elia Kazan,NULL,Marlon Brando|Karl Malden|Lee J. Cobb|Rod Steiger,USA,NULL,NULL,NULL,NULL,Columbia Pictures
Open Water,R,Thriller,7,79 min.,Chris Kentis,NULL,Blanchard Ryan|Daniel Travis|Saul Stein|Michael E. Williamson,USA,NULL,NULL,NULL,"Aug 6, 2004 (USA - Limited)",Eastgate Pictures|Lions Gate Films|Plunge Pictures
Open Your Eyes,R,Thriller,7,117 min.,Alejandro AmenÃƒÂ¡bar,NULL,Eduardo Noriega|Chete Lera|Najwa Nimri|GÃƒÂ©rard Barray,France|Italy|Spain,NULL,NULL,NULL,"Apr 16, 1999 (USA)",Canal Plus Spain|Escorpion|Films Alain Sarde|Lucky Red Distribuzione|Sogepaq
Operation Avalanche,R,Thriller,7,94 min.,Matthew Johnson,NULL,Krista Madison|Samantha Michelle,USA,NULL,NULL,NULL,"Sep 16, 2016 (USA - Limited)",Resolute Films|XYZ Films|Zapruder Films
Operation Crossbow,PG13,Action|Spy Film|War,8,116 min.,Michael Anderson,NULL,Sophia Loren|George Peppard|Trevor Howard|John Mills,Italy|UK|USA,NULL,NULL,NULL,"Mar 1, 1965 (USA - Unknown)",Carlo Ponti Productions|MGM
Operation Daybreak,PG,War|Drama,8,118 min.,Lewis Gilbert,NULL,Timothy Bottoms|Martin Shaw|Joss Ackland|Nicola Pagett,Czechoslovakia|USA|Yugoslavia,NULL,NULL,NULL,"Nov 1, 1975 (USA - Unknown)",American Allied Pictures|Howard Schuster Inc.|Warner Brothers
Operation Pacific,NULL,Action|Comedy|Romance|War,6,110 min.,George Waggner,NULL,John Wayne|Patricia Neal|Ward Bond|Scott Forbes,USA,NULL,NULL,NULL,NULL,Waners|Warner Brothers
Operation Snafu,NULL,Adventure|Comedy|War,6,97 min.,Nanni Loy,NULL,Anthony Dawson|Peter Falk|Scott Hylands|Martin Landau,Italy|Yugoslavia,NULL,NULL,NULL,NULL,NULL
O Pioneers!,PG,Drama,8,99 min.,Glenn Jordan,NULL,Jessica Lange|David Strathairn|Heather Graham|Josh Hamilton,USA,NULL,NULL,NULL,NULL,Craig Anderson Productions|Lorimar Productions|Lorimar Television|Prairie Films
Orchestra Wives,NULL,Drama|Musical,8,98 min.,Archie Mayo,NULL,George Montgomery|Ann Rutherford|Glenn Miller|Cesar Romero,USA,NULL,NULL,NULL,NULL,20th Century Fox
Ordet,NULL,Drama,9,126 min.,Carl Theodor Dreyer,NULL,Henrik Malberg|Emil Hass Christensen|Sylvia Eckhausen|Birgitte Federspiel,Denmark,NULL,NULL,NULL,"Jan 10, 1955 (USA - Unknown)",A/S Film Centralen Palladium
Ordinary People,R,Drama,9,124 min.,Robert Redford,NULL,Donald Sutherland|Mary Tyler Moore|Judd Hirsch|Timothy Hutton,USA,NULL,NULL,NULL,NULL,Paramount|Wildwood
Orlando,PG13,Drama|Fantasy,8,93 min.,Sally Potter,NULL,Tilda Swinton|Billy Zane|Lothaire Bluteau|John Wood,France|Italy|Netherlands|UK,NULL,NULL,NULL,"Jun 9, 1993 (USA - Limited)",Adventure Pictures|British Screen|Lenfilm Studio|Mikado Film|Rio Film|Sigma Films|Sony Pictures Classics
Orphans of the Storm,NULL,Drama,8,190 min.,D.W. Griffith,NULL,Lillian Gish|Dorothy Gish|Joseph Schildkraut|Frank Losee,USA,NULL,NULL,NULL,"Dec 28, 1921 (USA - Unknown)",D. W. Griffith Inc.|United Artists
Orpheus Descending,NULL,Drama|Romance,8,117 min.,Peter Hall,NULL,Patti Allison|Kevin Anderson|Lewis Arlt|Marlene Cameron,USA,NULL,NULL,NULL,NULL,Nederlander Television and Film Productions
Osaka Elegy,NULL,Drama,9,71 min.,Kenji Mizoguchi,NULL,Isuzu Yamada|Kensaku Hara|Yoko Umemura|Eitaro Shindo,Japan,NULL,NULL,NULL,NULL,NULL
Osama,PG13,Drama,8,82 min.,Siddiq Barmak,NULL,Khwaja Nader|Marina Golbahari|Hamida Refah|Gol Rahman Ghorbandi,Afghanistan|Ireland|Japan,NULL,NULL,NULL,"Feb 6, 2004 (USA - Limited)",Barnak Film|LeBrocquy Fraser|NHK
Oscar,PG,Comedy|Crime,7,109 min.,John Landis,NULL,Sylvester Stallone|Ornella Muti|Peter Riegert|Tim Curry,USA,NULL,NULL,NULL,"Apr 26, 1991 (USA)",Buena Vista|Silver Screen Partners IV|Touchstone Pictures|Vecchio
