Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
The White Sister,NULL,Drama|Romance,9,108 min.,Henry King,NULL,Lillian Gish|Ronald Colman|Gail Kane|J. Barney Sherry,USA,NULL,NULL,NULL,"Sep 5, 1923 (USA - Unknown)",Inspirational Pictures|MGM
The White Sister,NULL,Drama|Romance|War,6,110 min.,Victor Fleming,NULL,Helen Hayes|Clark Gable|Louise Closser Hale|May Robson,USA,NULL,NULL,NULL,"Apr 14, 1933 (USA - Unknown)",MGM
The Wild Angels,R,Drama,8,93 min.,Roger Corman,NULL,Peter Fonda|Nancy Sinatra|Bruce Dern|Diane Ladd,USA,NULL,NULL,NULL,"Jul 20, 1966 (USA - Unknown)",American International Pictures
The Wild Child,PG,Drama,8,85 min.,FranÃƒÂ§ois Truffaut,NULL,Jean-Pierre Cargol|FranÃƒÂ§oise Seigner|Paul Ville|Claude Miller,France|Italy,NULL,NULL,NULL,NULL,Films du Carrosse|United Artists
The Wild One,NR,Drama,8,79 min.,Laslo Benedek,NULL,Marlon Brando|Mary Murphy|Lee Marvin|Jay C. Flippen,USA,NULL,NULL,NULL,"Dec 30, 1953 (USA - Unknown)",Columbia Pictures
The Wind Cannot Read,NULL,Drama|Romance|War,6,115 min.,Ralph Thomas,NULL,Dirk Bogarde|Yoko Tani|Ronald Lewis|John Fraser,UK,NULL,NULL,NULL,NULL,20th Century Fox
The Wind,NULL,Drama,9,74 min.,Victor SjÃƒÂ¶strÃƒÂ¶m,NULL,Lillian Gish|Lars Hanson|Montagu Love|Dorothy Cumming,USA,NULL,NULL,NULL,"Nov 23, 1928 (USA - Unknown)",MGM
The Window,NULL,Thriller,8,73 min.,Ted Tetzlaff,NULL,Barbara Hale|Bobby Driscoll|Arthur Kennedy|Paul Stewart,USA,NULL,NULL,NULL,"May 17, 1949 (USA - Unknown)",RKO Radio Pictures
The Winds of Kitty Hawk,NULL,Drama,8,96 min.,E.W. Swackhamer,NULL,David Walker|Michael Moriarty|David Huffman|Tom Bower,USA,NULL,NULL,NULL,NULL,Charles Fries Productions
The Wind That Shakes the Barley,NULL,Drama,9,126 min.,Ken Loach,NULL,Cillian Murphy|Liam Cunningham|Padraic Delaney|Orla Fitzgerald,Germany|Ireland|Italy|Spain|UK,NULL,NULL,NULL,"Mar 16, 2007 (USA - Limited)",BIM Distribuzione|Cineart|Diaphana|Element Films|EMC|FilmCoopi|Filmstiftung Nordrhein-Westfalen|Irish Film Board|Matador Pictures|Pathe Pictures|Regent Captial|Sixteen Films|Tornasol|TV3 Ireland|UK Film Council
The Wings of the Dove,R,Drama|Romance,8,101 min.,Iain Softley,NULL,Helena Bonham Carter|Linus Roache|Alison Elliott|Elizabeth McGovern,UK,NULL,NULL,NULL,"Nov 7, 1997 (USA - Limited)",Miramax|Renaissance Films
The Winslow Boy,G,Drama,8,110 min.,David Mamet,NULL,Nigel Hawthorne|Gemma Jones|Jeremy Northam|Rebecca Pidgeon,USA,NULL,NULL,NULL,"Apr 30, 1999 (USA)",NULL
The Winslow Boy,NULL,Drama,8,112 min.,Anthony Asquith,NULL,Robert Donat|Margaret Leighton|Cedric Hardwicke|Basil Radford,UK,NULL,NULL,NULL,NULL,London Films
The Wishing Ring,NULL,Drama|Romance,8,50 min.,Maurice Tourneur,NULL,Chester Barnett|Holbrook Blinn|Alec B. Francis|Johnny Hines,NULL,NULL,NULL,NULL,NULL,Shubert|World
The Witnesses,NR,Drama,8,114 min.,AndrÃƒÂ© TÃƒÂ©chinÃƒÂ©,NULL,Michel Blanc|Sami Bouajila|Julie Depardieu|Lorenzo Balducci,France,NULL,NULL,NULL,"Feb 1, 2008 (USA - Limited)",France 2 CinÃƒÂ©ma|SBS Films|Sofica SoficinÃƒÂ©ma|UGC
The Wolf of Wall Street,R,Drama,8,179 min.,Martin Scorsese,NULL,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Matthew McConaughey,USA,NULL,NULL,NULL,"Dec 25, 2013 (USA)",Appian Way|EMJAG Productions|Red Granite|Sikelia Productions
The Wolves,NULL,Crime,8,125 min.,Hideo Gosha,NULL,Hisashi Igawa|Tatsuya Nakadai|Tetsuro Tamba|Kyoko Enami,Japan,NULL,NULL,NULL,NULL,Toho
The Woman in Black,PG13,Horror|Thriller,8,94 min.,James Watkins,NULL,Daniel Radcliffe|CiarÃƒÂ¡n Hinds|Janet McTeer|Shaun Dooley,Canada|UK,NULL,NULL,NULL,"Feb 3, 2012 (USA)",Alliance Films|Exclusive Media Group|Hammer Films|UK Film Council
The Woman in the Window,NR,Thriller,8,99 min.,Fritz Lang,NULL,Edward G. Robinson|Joan Bennett|Raymond Massey|Dan Duryea,USA,NULL,NULL,NULL,"Nov 3, 1944 (USA - Unknown)",International Pictures|RKO Radio Pictures
The Woman,NULL,Drama|Theater,9,NULL,George H. Melford,NULL,Lois Meredith|Theodore Roberts|James Neill|Horace B. Carpenter,NULL,NULL,NULL,NULL,NULL,Belasco Productions|Lasky Productions
The Woman Who Left,NULL,Drama,8,226 min.,Lav Diaz,NULL,Charo Santos-Concio|John Lloyd Cruz|Michael DeMesa|Nonie Buencamino,Philippines,NULL,NULL,NULL,"May 5, 2017 (USA - Limited)",Cinema One Originals
The Women of Brewster Place,NULL,Drama,8,180 min.,Donna Deitch,NULL,Oprah Winfrey|JackÃƒÂ©e|Cicely Tyson|Robin Givens,USA,NULL,NULL,NULL,NULL,Phoenix Entertainment Group
The Wooden Horse,NULL,Adventure|Drama|War,6,98 min.,Jack Lee,NULL,Leo Genn|David Tomlinson|Anthony Steel|David Greene,UK,NULL,NULL,NULL,"Oct 16, 1950 (USA - Unknown)",British Lion|London Films|Wessex
The World,NULL,Drama,8,143 min.,Jia Zhangke,NULL,Zhao Tao|Liang Jing-dong,China|France|Japan,NULL,NULL,NULL,"Jul 1, 2005 (USA - Limited)",Bandai Visual|Bitters End|Dentsu|Lumen Film|Office Kitano|Shanghai Film Studio|Tokyo FM|TV Asahi|X Stream Pictures
The World of Apu,NR,Drama,10,103 min.,Satyajit Ray,NULL,Soumitra Chatterjee|Sharmila Tagore|Alok Chakravarty|Swapan Mukherji,India,NULL,NULL,NULL,"Oct 4, 1960 (USA)",Satyajit Ray Productions
