Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Watership Down,NULL,Animation|Action|Adventure,NULL,NULL,NULL,NULL,Gemma Arterton|Kim Bodnia|John Boyega,UK|UK,English,NULL,NULL,NULL,42|Biscuit Filmworks|Brown Bag Films
The Towering Inferno,PG,Action|Drama|Thriller,6.9,2h 45min,John Guillermin,Richard Martin Stern|Thomas N. Scortia,Paul Newman|Steve McQueen|William Holden,USA,English,"$14,000,000 ","$139,700,000 ",1 January 1975 (Singapore),Twentieth Century Fox|Warner Bros.|Irwin Allen Productions
The Voices,R,Action|Comedy|Crime,6.4,1h 43min,Marjane Satrapi,Michael R. Perry,Ryan Reynolds|Gemma Arterton|Anna Kendrick,USA|USA,English,NULL,NULL,6 February 2015 (USA),1984 Private Defense Contractors|Mandalay Vision|Studio Babelsberg
Bullet to the Head,R,Action|Thriller,5.7,1h 32min,Walter Hill,Alessandro Camon|Alexis Nolent,Sylvester Stallone|Jason Momoa|Christian Slater,USA,English,"$55,000,000 ",NULL,1 February 2013 (USA),IM Global|Dark Castle Entertainment|Millar Gough Ink
Mighty Morphin Power Rangers: The Movie,PG,Action|Adventure|Family,5.1,1h 35min,Bryan Spicer,John Kamps|Arne Olsen,Karan Ashley|Johnny Yong Bosch|Steve Cardenas,USA|USA|USA,English,"$15,000,000 ","$66,050,379 ",30 June 1995 (USA),Twentieth Century Fox|Saban Entertainment|Toei Company
Skyline,PG-13,Action|Sci-Fi|Thriller,4.4,1h 37min,Colin Strause|Greg Strause,Joshua Cordes|Liam O'Donnell,Eric Balfour|Donald Faison|Scottie Thompson,USA,English,"$10,000,000 ","$78,693,371,",12 November 2010 (USA),Rogue Pictures|Hydraulx|Transmission Pictures
The Man with the Iron Fists,R,Action,5.4,1h 35min,RZA,RZA|RZA,Russell Crowe|Cung Le|Lucy Liu,USA|USA,English|Mandarin,"$15,000,000 ","$19,721,245,",2 November 2012 (USA),Arcade Pictures|Iron Fists
Out of Time,PG-13,Action|Crime|Drama,6.5,1h 45min,Carl Franklin,David Collard,Denzel Washington|Sanaa Lathan|Eva Mendes,USA,English,"$50,000,000 ",NULL,3 October 2003 (USA),Metro-Goldwyn-Mayer (MGM)|Original Film|Monarch Pictures
Octopussy,PG,Action|Adventure|Thriller,6.6,2h 11min,John Glen,George MacDonald Fraser|Richard Maibaum,Roger Moore|Maud Adams|Louis Jourdan,UK|UK,English|Russian|German|Spanish|Hindi,"$27,500,000 ","$119,600,000,",10 June 1983 (USA),United Artists|Eon Productions|Danjaq
Clear and Present Danger,PG-13,Action|Crime|Drama,6.9,2h 21min,Phillip Noyce,Tom Clancy|Donald E. Stewart,Harrison Ford|Willem Dafoe|Anne Archer,USA,English,"$62,000,000 ","$215,887,717 ",3 August 1994 (USA),Mace Neufeld Productions|Paramount Pictures
Centurion,R,Action|Adventure|Drama,6.4,1h 37min,Neil Marshall,Neil Marshall,Michael Fassbender|Dominic West|Olga Kurylenko,UK|UK|UK,English|Scottish Gaelic,"$12,000,000 ","$6,814,789,",30 July 2010 (USA),PathÌ© Pictures International|UK Film Council|Warner Bros.
Brick,R,Action|Crime|Drama,7.4,1h 50min,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt|Lukas Haas|Emilie de Ravin,USA,English,"$475,000 ",NULL,14 April 2006 (USA),Bergman Lustig Productions
Kickboxer: Vengeance,NOT RATED,Action|Crime|Drama,4.9,1h 30min,John Stockwell,Dimitri Logothetis|Jim McGrath,Dave Bautista|Alain Moussi|Gina Carano,USA,English,"$10,000,000 ",NULL,1 September 2016 (Cambodia),Headmon Entertainment & Productions|Radar Pictures
Maximum Overdrive,R,Action|Comedy|Horror,5.4,1h 38min,Stephen King,Stephen King|Stephen King,Emilio Estevez|Pat Hingle|Laura Harrington,USA,English,"$10,000,000 ",NULL,25 July 1986 (USA),De Laurentiis Entertainment Group (DEG)
The Guardian,PG-13,Action|Adventure|Drama,6.9,2h 19min,Andrew Davis,Ron L. Brinkerhoff,Kevin Costner|Ashton Kutcher|Sela Ward,USA,English,"$70,000,000 ","$94,973,540 ",29 September 2006 (USA),Touchstone Pictures|Beacon Pictures|Contrafilm
JoJo's Bizarre Adventure,TV-MA,Animation|Action|Adventure,8.3,NULL,NULL,NULL,Daisuke Ono|UnshÌ« Ishizuka|Matthew Mercer,Japan,Japanese,NULL,NULL,October 2012 (Japan),"David Production|Klockworx, The|Lucky Land Communications"
Guardians of the Galaxy Vol. 3,NULL,Action|Adventure|Sci-Fi,NULL,NULL,James Gunn,James Gunn,Pom Klementieff|Elizabeth Debicki,USA,English,NULL,NULL,NULL,Marvel Entertainment|Marvel Studios
Jane Got a Gun,R,Action|Drama|Western,5.9,1h 38min,Gavin O'Connor,Brian Duffield|Anthony Tambakis,Natalie Portman|Joel Edgerton|Ewan McGregor,USA,English,"$25,000,000 ",NULL,29 January 2016 (USA),1821 Pictures|Boies / Schiller Film Group|Eaves Movie Ranch
The Kingdom,R,Action|Drama|Thriller,7.1,1h 50min,Peter Berg,Matthew Michael Carnahan,Jamie Foxx|Chris Cooper|Jennifer Garner,USA|USA,English|Arabic,"$70,000,000 ","$86,658,558,",28 September 2007 (USA),Universal Pictures|Relativity Media|Forward Pass
KÌ«do giasu: Hangyaku no rurÌÈshu,TV-14,Animation|Action|Adventure,8.7,24min,NULL,NULL,Johnny Yong Bosch|Yuri Lowenthal|Jun Fukuyama,Japan,Japanese|English,NULL,NULL,2008 (USA),Bandai Namco Games|Bandai Visual Company|Bandai
Kill Order,NULL,Action|Sci-Fi,4.3,1h 17min,James Mark,James Mark,Denis Akiyama|Jonny Caines|Scott Cavalheiro,Canada,English,NULL,NULL,6 February 2018 (USA),2X Entertainment|Iron Bay Films
La Femme Nikita,NULL,Action|Drama|Romance,7.6,1h,NULL,NULL,Peta Wilson|Don Francks|Eugene Robert Glazer,Canada,English,NULL,NULL,13 January 1997 (USA),CTV Television Network|LPN Productions Inc.|Fireworks Entertainment
IÌ_erde,NULL,Action|Crime|Drama,7.3,1h,NULL,NULL,Ìàagatay Ulusoy|Aras Bulut Iynemli|Ìàetin Tekindor,Turkey,Turkish,NULL,NULL,19 September 2016 (Turkey),Ay Yapim
Iron Eagle,PG-13,Action|Thriller|War,5.3,1h 57min,Sidney J. Furie,Kevin Alyn Elders|Sidney J. Furie,Louis Gossett Jr.|Jason Gedrick|David Suchet,USA|USA|USA,English,NULL,NULL,17 January 1986 (USA),TriStar Pictures|Delphi Films|Falcon's Flight
Black Widow,NULL,Action|Adventure|Sci-Fi,NULL,NULL,NULL,David Hayter|Don Heck,Scarlett Johansson,USA,English|English,NULL,NULL,NULL,Marvel Studios
Generation War,TV-MA,Action|Drama|History,8.5,4h 30min,NULL,NULL,Volker Bruch|Tom Schilling|Katharina SchÌ_ttler,Germany,German,"‰âÂ10,000,000",NULL,1 March 2013 (Germany),teamWorx Produktion fÌ_r Kino und Fernsehen GmbH
Spaced,TV-14,Action|Comedy,8.6,25min,NULL,NULL,Jessica Hynes|Simon Pegg|Julia Deakin,UK,English,"å£160,000",NULL,24 September 1999 (UK),Paramount Comedy Channel|London Weekend Television (LWT)
V,TV-PG,Action|Adventure|Sci-Fi,7.3,1h,NULL,NULL,Marc Singer|Faye Grant|Michael Ironside,USA,English,"$1,100,000 ",NULL,26 October 1984 (USA),Warner Bros. Television
Green Zone,R,Action|Drama|Thriller,6.8,1h 55min,Paul Greengrass,Brian Helgeland|Rajiv Chandrasekaran,Matt Damon|Jason Isaacs|Greg Kinnear,UK|UK|UK|UK,English|Arabic,"$100,000,000 ","$94,882,549 ",12 March 2010 (USA),Universal Pictures|StudioCanal|Relativity Media
San Andreas 2,NULL,Action|Drama|Thriller,NULL,NULL,Brad Peyton,Gavin James|Neil Widener,Alexandra Daddario|Dwayne Johnson|Carla Gugino,USA,NULL,NULL,NULL,NULL,Flynn Picture Company|New Line Cinema|Seven Bucks Productions
Streets of Fire,PG,Action|Crime|Drama,6.7,1h 33min,Walter Hill,Walter Hill|Larry Gross,Michael ParÌ©|Diane Lane|Rick Moranis,USA,English,"$14,500,000 ",NULL,1 June 1984 (USA),A Hill-Gordon-Silver Production|RKO Pictures|Universal Pictures
Backdraft,R,Action|Crime|Drama,6.7,2h 17min,Ron Howard,Gregory Widen,Kurt Russell|William Baldwin|Robert De Niro,USA,English,"$75,000,000 ","$152,368,585 ",24 May 1991 (USA),Imagine Films Entertainment|Trilogy Entertainment Group
The Bombing,NULL,Action|Adventure|Drama,NULL,NULL,Xiao Feng,Ping Chen,Bruce Willis|William Wai-Ting Chan|Wei Fan,China,Chinese|English,"$65,000,000 ",NULL,25 May 2018 (China),China Film Group|Shanghai Hehe Film Investment Co.
Boruto: Naruto Next Generations,NULL,Animation|Action|Adventure,7.9,23min,NULL,NULL,YÌÈko Sanpei|Kokoro Kikuchi|RyÌÈichi Kijima,Japan,Japanese,NULL,NULL,April 2017 (Japan),Pierrot|Shueisha
Takers,PG-13,Action|Crime|Thriller,6.2,1h 47min,John Luessenhop,Peter Allen|Gabriel Casseus,Chris Brown|Hayden Christensen|Matt Dillon,USA,English,"$20,000,000 ","$69,055,695 ",27 August 2010 (USA),Screen Gems|Rainforest Films|Grand Hustle Entertainment
Kill'em All,R,Action|Crime|Mystery,4.3,1h 36min,Peter Malota,Jesse Cilio|Brian Smolensky,Jean-Claude Van Damme|Autumn Reeser|Peter Stormare,USA,English,NULL,NULL,6 June 2017 (USA),Arramis Films|Destination Films|ITN Films
DARLING in the FRANXX,NULL,Animation|Action|Fantasy,6.9,NULL,NULL,NULL,Haruka Tomatsu|YÌÈto Uemura|Yuichiro Umehara,Japan,Japanese,NULL,NULL,13 January 2018 (Japan),A-1 Pictures|Trigger
Star Trek: Nemesis,PG-13,Action|Adventure|Sci-Fi,6.4,1h 56min,Stuart Baird,Gene Roddenberry|John Logan,Patrick Stewart|Jonathan Frakes|Brent Spiner,USA,English,"$60,000,000 ","$67,312,826 ",13 December 2002 (USA),Paramount Pictures|Digital Image Associates
Extraction,R,Action|Adventure|Crime,4,1h 22min,Steven C. Miller,Max Adams|Umair Aleem,Bruce Willis|Kellan Lutz|Gina Carano,USA|USA,English,NULL,NULL,18 December 2015 (USA),Emmett/Furla/Oasis Films (EFO Films)|Twirly Films Limited|Aperture Entertainment
Underworld: Rise of the Lycans,R,Action|Adventure|Fantasy,6.6,1h 32min,Patrick Tatopoulos,Danny McBride|Dirk Blackman,Rhona Mitra|Michael Sheen|Bill Nighy,USA|USA,English,"$35,000,000 ","$91,353,501,",23 January 2009 (USA),Sketch Films|Lakeshore Entertainment|Screen Gems
Patriot Games,R,Action|Thriller,6.9,1h 57min,Phillip Noyce,Tom Clancy|W. Peter Iliff,Harrison Ford|Sean Bean|Anne Archer,USA,English,"$45,000,000 ","$94,700,000 ",5 June 1992 (USA),Mace Neufeld Productions|Paramount Pictures
Broken City,R,Action|Crime|Drama,6.2,1h 49min,Allen Hughes,Brian Tucker,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones,USA,English|Spanish,"$35,000,000 ",NULL,18 January 2013 (USA),Emmett/Furla/Oasis Films (EFO Films)|Inferno International|Regency Enterprises
Eagle Eye,PG-13,Action|Mystery|Thriller,6.6,1h 58min,D.J. Caruso,John Glenn|Travis Wright,Shia LaBeouf|Michelle Monaghan|Rosario Dawson,USA|USA,English,"$80,000,000 ","$178,066,569,",26 September 2008 (USA),DreamWorks|Goldcrest Pictures|KMP Film Invest
Escape from Pleasure Planet,NOT RATED,Action|Comedy|Fantasy,3.9,1h 21min,Terrance Ryker,NULL,Blair Williams|Vanessa Cage|Veronica Vain,USA,English,"$100,000 ",NULL,8 November 2016 (USA),Retromedia Entertainment
The Punisher,NULL,Action|Crime|Drama,5.7,1h 29min,Mark Goldblatt,Boaz Yakin,Dolph Lundgren|Louis Gossett Jr.|Jeroen KrabbÌ©,Australia|Australia,English,"$9,000,000 ",NULL,5 October 1989 (West Germany),New World Pictures (Australia)|Marvel Entertainment|New World Pictures
Resident Evil: Afterlife,R,Action|Adventure|Horror,5.9,1h 36min,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich|Ali Larter|Wentworth Miller,Germany|Germany|Germany|Germany|Germany,English|Japanese|Spanish,"$60,000,000 ","$296,221,663 ",10 September 2010 (USA),Constantin Film|Davis-Films|Impact Pictures
The Next Karate Kid,PG,Action|Drama|Family,4.4,1h 47min,Christopher Cain,Robert Mark Kamen|Mark Lee,Pat Morita|Hilary Swank|Michael Ironside,USA,English,"$12,000,000 ","$15,826,984 ",9 September 1994 (USA),Columbia Pictures Corporation
Congo,PG-13,Action|Adventure|Mystery,5.1,1h 49min,Frank Marshall,Michael Crichton|John Patrick Shanley,Laura Linney|Tim Curry|Dylan Walsh,USA,English|American Sign Language,"$50,000,000 ","$152,022,101 ",9 June 1995 (USA),"Paramount Pictures|Kennedy/Marshall Company, The"
USS Indianapolis: Men of Courage,R,Action|Drama|History,5.2,2h 8min,Mario Van Peebles,Cam Cannon|Richard Rionda Del Castro,Nicolas Cage|Tom Sizemore|Thomas Jane,USA,English,"$40,000,000 ",NULL,14 October 2016 (USA),Hannibal Pictures|MVP Films|Saturn Films
48 Hrs.,R,Action|Comedy|Crime,6.9,1h 36min,Walter Hill,Roger Spottiswoode|Walter Hill,Nick Nolte|Eddie Murphy|Annette O'Toole,USA,English,"$12,000,000 ",NULL,8 December 1982 (USA),Paramount Pictures|Lawrence Gordon Productions
Star Trek III: The Search for Spock,PG,Action|Adventure|Sci-Fi,6.7,1h 45min,Leonard Nimoy,Gene Roddenberry|Harve Bennett,William Shatner|Leonard Nimoy|DeForest Kelley,USA,English|Klingon|Russian|French,"$17,000,000 ","$87,000,000 ",1 June 1984 (USA),Paramount Pictures|Cinema Group Ventures
Big Hero 6: The Series,TV-Y7,Animation|Action|Adventure,7.5,21min,NULL,NULL,Scott Adsit|Jamie Chung|Jenifer Lewis,USA,English,NULL,NULL,1 March 2018 (USA),Disney Television Animation|Disney XD|Disney-ABC Domestic Television
Starcrash,PG,Action|Adventure|Sci-Fi,3.9,1h 32min,Luigi Cozzi,Luigi Cozzi|Nat Wachsberger,Marjoe Gortner|Caroline Munro|Christopher Plummer,USA,English|Italian,NULL,NULL,9 March 1979 (USA),Nat and Patrick Wachsberger Productions
The Living Daylights,PG,Action|Adventure|Thriller,6.7,2h 10min,John Glen,Richard Maibaum|Michael G. Wilson,Timothy Dalton|Maryam d'Abo|Jeroen KrabbÌ©,UK,English|Arabic|French|German|Russian|Czech|Slovak|Dari|Pushto,"$30,000,000 ","$191,200,000 ",31 July 1987 (USA),Eon Productions
Manhunt,NULL,Action,5.3,1h 46min,John Woo,JukÌ« Nishimura|John Woo,Hanyu Zhang|Masaharu Fukuyama|Stephy Qi,China|China,Mandarin|Japanese|English,"$30,000,000 ",NULL,23 November 2017 (Hong Kong),Media Asia Films|Media Asia Group
Lethal Weapon 3,R,Action|Crime|Thriller,6.7,1h 58min,Richard Donner,Jeffrey Boam|Jeffrey Boam,Mel Gibson|Danny Glover|Joe Pesci,USA,English,"$35,000,000 ","$175,000,000 ",15 May 1992 (USA),Warner Bros.|Silver Pictures|St. Petersburg Clearwater Film Commission
The Avengers: Earth's Mightiest Heroes,TV-Y7,Animation|Action|Family,8.3,30min,NULL,NULL,Eric Loomis|Colleen O'Shaughnessey|Brian Bloom,USA,English,NULL,NULL,22 September 2010 (USA),Film Roman Productions|Marvel Animation
Forbidden Planet,G,Action|Adventure|Sci-Fi,7.7,1h 38min,Fred M. Wilcox,Cyril Hume|Irving Block,Walter Pidgeon|Anne Francis|Leslie Nielsen,USA,English,"$1,900,000 ","$3,250,000 ",22 August 1956 (France),Metro-Goldwyn-Mayer (MGM)
The Amazing Race,TV-PG,Action|Adventure|Family,7.6,1h,NULL,NULL,Phil Keoghan|Joyce Agu|Uchenna Agu,USA,English,NULL,NULL,5 September 2001 (USA),Neue Vitaskop Film|Worldrace Productions
Rise of the Tomb Raider,NULL,Action|Adventure|Drama,8.8,NULL,Neil Huxley,John Stafford|Cameron Suey,Camilla Luddington|Kay Bess|Laura Waddell,USA,English,NULL,NULL,10 November 2015 (USA),Crystal Dynamics|White Noise Factory
Speed Racer,PG,Action|Family|Sci-Fi,6,2h 15min,Lana Wachowski|Lilly Wachowski,Lilly Wachowski|Lana Wachowski,Emile Hirsch|Matthew Fox|Christina Ricci,USA|USA|USA,English,"$120,000,000 ","$93,945,766 ",9 May 2008 (USA),Warner Bros.|Village Roadshow Pictures|Silver Pictures
Almost Human,TV-14,Action|Crime|Drama,8,1h,NULL,NULL,Karl Urban|Michael Ealy|Minka Kelly,USA,English,NULL,NULL,2013 (USA),Frequency Films|Bad Robot|Warner Bros. Television
L'immortel,NOT RATED,Action|Crime|Thriller,6.7,1h 57min,Richard Berry,Franz-Olivier Giesbert|Richard Berry,Jean Reno|Kad Merad|Jean-Pierre Darroussin,France,French,"‰âÂ18,000,000",NULL,24 March 2010 (France),EuropaCorp|TF1 Films Production|Marie Coline Films
War,R,Action|Crime|Thriller,6.3,1h 43min,Philip G. Atwell,Lee Anthony Smith|Gregory J. Bradley,Jet Li|Jason Statham|Nadine Velazquez,USA|USA,English|Mandarin|Japanese|Cantonese,"$25,000,000 ",NULL,24 August 2007 (USA),Lionsgate|Mosaic Media Group|Fierce Entertainment
Pirates of the Caribbean 6,NULL,Action|Adventure|Comedy,NULL,NULL,Joachim RÌünning,Stuart Beattie|Ted Elliott,NULL,USA,NULL,NULL,NULL,NULL,Jerry Bruckheimer Films|Walt Disney Pictures
The Longest Day,G,Action|Drama|History,7.8,2h 58min,Ken Annakin|Andrew Marton,Cornelius Ryan|Cornelius Ryan,John Wayne|Robert Ryan|Richard Burton,USA,English|German|French,"$10,000,000 ","$50,100,000 ",4 October 1962 (USA),Darryl F. Zanuck Productions|Twentieth Century Fox
Romeo Is Bleeding,R,Action|Crime|Drama,6.6,1h 50min,Peter Medak,Hilary Henkin,Gary Oldman|Lena Olin|Wallace Wood,UK|UK,English,"$11,500,000 ",NULL,4 February 1994 (USA),Polygram Filmed Entertainment|Working Title Films|Hilary Henkin
Hunter,NULL,Action|Crime|Drama,6.8,48min,NULL,NULL,Fred Dryer|Stepfanie Kramer|Charles Hallahan,USA,English,NULL,NULL,18 September 1984 (USA),Stephen J. Cannell Productions
The Umbrella Academy,NULL,Action|Fantasy,NULL,NULL,NULL,NULL,Tom Hopper|David CastaÌ±eda|Robert Sheehan,USA,English,NULL,NULL,NULL,Dark Horse Entertainment|Universal Pictures
Over the Top,PG,Action|Drama|Sport,5.7,1h 33min,Menahem Golan,Gary Conway|David Engelbach,Sylvester Stallone|Robert Loggia|Susan Blakely,USA,English,"$25,000,000 ",NULL,13 February 1987 (USA),Cannon Group|Golan-Globus Productions|Warner Bros.
Naya Legend of the Golden Dolphin,NULL,Animation|Action|Adventure,NULL,1h 40min,Jonathon Kay,Katie Ford|Joaquim Guedes,Ellen Page|Kate Winslet|James Franco,USA,English,NULL,NULL,2019 (USA),Magic Factory Productions
Relic Hunter,NULL,Fantasy|Mystery|Adventure,6.6,1h,NULL,NULL,Tia Carrere|Christien Anholt|Lindy Booth,France|France|France|France,English,NULL,NULL,20 September 1999 (USA),Beta Film|Fireworks Entertainment|Gaumont Television
Six Days Seven Nights,PG-13,Action|Adventure|Comedy,5.8,1h 38min,Ivan Reitman,Michael Browning,Harrison Ford|Anne Heche|David Schwimmer,USA,English|German,"$70,000,000 ","$164,829,966,",12 June 1998 (USA),Caravan Pictures|Northern Lights Entertainment|Roger Birnbaum Productions
Mannix,NULL,Action|Crime|Drama,7.3,1h,NULL,NULL,Mike Connors|Gail Fisher|Ward Wood,USA,English,NULL,NULL,16 September 1967 (USA),Desilu Productions|Norway Corporation|Paramount Television
Uncharted,NULL,Action|Adventure,NULL,NULL,Shawn Levy,Joe Carnahan|Joe Carnahan,Tom Holland|Bryan Cranston,USA,English,NULL,NULL,NULL,Atlas Entertainment|Avi Arad Productions|LStar Capital
Black Dynamite,R,Action|Comedy,7.4,1h 24min,Scott Sanders,Michael Jai White|Byron Minns,Michael Jai White|Arsenio Hall|Tommy Davidson,USA,English,"$2,900,000 ",NULL,13 January 2010 (France),Destination Films|Ars Nova|Goliath Entertainment
American Heist,R,Action|Crime|Drama,5.2,1h 34min,Sarik Andreasyan,Raul Inglis,Hayden Christensen|Adrien Brody|Jordana Brewster,Canada|Canada,English,"$10,000,000 ",NULL,24 July 2015 (USA),Glacier Films|NGN Productions
Paycheck,PG-13,Action|Mystery|Sci-Fi,6.3,1h 59min,John Woo,Philip K. Dick|Dean Georgaris,Ben Affleck|Aaron Eckhart|Uma Thurman,USA|USA,English,"$60,000,000 ","$96,269,812,",25 December 2003 (USA),Paramount Pictures|DreamWorks|Davis Entertainment
The Last Stand,R,Action|Crime|Thriller,6.4,1h 47min,Jee-woon Kim,Andrew Knauer,Arnold Schwarzenegger|Forest Whitaker|Johnny Knoxville,USA,English,"$45,000,000 ","$48,330,757 ",18 January 2013 (USA),Di Bonaventura Pictures
Suicide Squad: Hell to Pay,R,Animation|Action,NULL,1h 26min,Sam Liu,Alan Burnett|John Byrne,C. Thomas Howell|Christian Slater|Dania Ramirez,USA,English,NULL,NULL,27 March 2018 (USA),DC Entertainment
Assassin's Creed: Origins,NULL,Action|Adventure|Drama,9.1,NULL,Jean Guesdon|Ashraf Ismail,Richard Farrese|Jean Guesdon,Abubakar Salim|Alix Wilton Regan|Zora Bishop,Canada,English,NULL,NULL,27 October 2017 (USA),Ubisoft Montreal Studios|Ubisoft Singapore|Ubisoft Sofia Production Studio
Black Adam,NULL,Action,NULL,NULL,NULL,Otto Binder|Adam Sztykiel,Dwayne Johnson,USA,English,NULL,NULL,NULL,DC Entertainment|New Line Cinema|Warner Bros.
Beverly Hills Cop II,R,Action|Comedy|Crime,6.5,1h 40min,Tony Scott,Danilo Bach|Daniel Petrie Jr.,Eddie Murphy|Judge Reinhold|JÌ_rgen Prochnow,USA,English,"$28,000,000 ","$146,300,000 ",20 May 1987 (USA),Paramount Pictures|Don Simpson/Jerry Bruckheimer Films|Eddie Murphy Productions
Shaft,R,Action|Crime|Thriller,5.9,1h 39min,John Singleton,Ernest Tidyman|John Singleton,Samuel L. Jackson|Vanessa Williams|Christian Bale,Germany|Germany,English|German|Spanish,"$46,000,000 ","$107,196,498,",16 June 2000 (USA),Paramount Pictures|Scott Rudin Productions|New Deal Productions
The Assignment,R,Action|Crime|Thriller,4.6,1h 35min,Walter Hill,Walter Hill|Denis Hamill,Michelle Rodriguez|Tony Shalhoub|Anthony LaPaglia,France|France|France,English,"$5,000,000 ",NULL,3 March 2017 (USA),SBS Films
Dragon Ball Z: Doragon bÌ«ru zetto,TV-PG,Animation|Action|Adventure,8.7,24min,NULL,NULL,JÌ«ji Yanami|Kyle Hebert|Masako Nozawa,Japan,Japanese,NULL,NULL,12 April 2005 (USA),Toei Animation|Toei Company
Paul Blart: Mall Cop,PG,Action|Comedy|Crime,5.2,1h 31min,Steve Carr,Kevin James|Nick Bakay,Kevin James|Keir O'Donnell|Jayma Mays,USA,English,"$26,000,000 ","$183,293,131,",16 January 2009 (USA),Columbia Pictures|Relativity Media|Happy Madison Productions
Batman: The Killing Joke,R,Animation|Action|Crime,6.5,1h 16min,Sam Liu,Brian Azzarello|Alan Moore,Kevin Conroy|Mark Hamill|Tara Strong,USA,English,"$3,500,000 ",NULL,25 July 2016 (USA),Warner Bros. Animation|DC Entertainment
Powers,TV-MA,Action|Crime|Drama,6.8,42min,NULL,NULL,Sharlto Copley|Susan Heyward|Noah Taylor,USA,English,NULL,NULL,10 March 2015 (USA),Circle of Confusion|Image Comics|Jinxworld
MacGruber,R,Action|Comedy|Romance,5.5,1h 30min,Jorma Taccone,Will Forte|John Solomon,Will Forte|Kristen Wiig|Val Kilmer,USA,English|Russian,"$10,000,000 ",NULL,21 May 2010 (USA),Broadway Video|Michaels-Goldwyn|Relativity Media
Dragon Ball,TV-14,Animation|Action|Adventure,8.6,24min,NULL,NULL,Brice Armstrong|Steve Olson|Stephanie Nadolny,Japan,Japanese|English,NULL,NULL,9 September 1995 (USA),FUNimation Entertainment|Harmony Gold|Ocean Group
Universal Soldier,R,Action|Sci-Fi,6,1h 42min,Roland Emmerich,Richard Rothstein|Christopher Leitch,Jean-Claude Van Damme|Dolph Lundgren|Ally Walker,USA,English,"$23,000,000 ","$101,999,898 ",10 July 1992 (USA),StudioCanal|Carolco Pictures|IndieProd Company Productions
Mortal Kombat: Annihilation,PG-13,Action|Adventure|Fantasy,3.7,1h 35min,John R. Leonetti,Ed Boon|Lawrence Kasanoff,Robin Shou|Talisa Soto|James Remar,USA,English,"$30,000,000 ","$15,449,455 ",21 November 1997 (USA),New Line Cinema|Threshold Entertainment
DragonHeart,PG-13,Action|Adventure|Fantasy,6.4,1h 43min,Rob Cohen,Patrick Read Johnson|Charles Edward Pogue,Dennis Quaid|Sean Connery|Dina Meyer,USA,English,"$57,000,000 ","$115,267,375 ",31 May 1996 (USA),Universal Pictures
Domino,R,Action|Biography|Crime,6,2h 7min,Tony Scott,Richard Kelly|Richard Kelly,Keira Knightley|Mickey Rourke|Edgar RamÌ_rez,France|France|France,English,"$50,000,000 ","$20,405,441,",14 October 2005 (USA),New Line Cinema|Scott Free Productions|Davis-Films
Horizon: Zero Dawn,NULL,Action|Adventure|Mystery,9.4,NULL,Mathijs de Jonge,John Gonzalez|Ben Schroder,Ashly Burch|Laura van Tol|Ava Potter,Netherlands,English,NULL,NULL,28 February 2017 (USA),Guerrilla Games
I Am Wrath,R,Action|Crime|Drama,5.3,1h 32min,Chuck Russell,Yvan Gauthier|Paul Sloan,John Travolta|Christopher Meloni|Amanda Schull,USA,English,"$18,000,000 ",NULL,15 April 2016 (USA),Hannibal Classics|Patriot Pictures|Vallelonga Productions
Die Hard: Year One,NULL,Action,NULL,NULL,Len Wiseman,Carey W. Hayes|Chad Hayes,Bruce Willis,USA,NULL,NULL,NULL,NULL,Di Bonaventura Pictures|Twentieth Century Fox
Nomis,NULL,Action|Thriller,NULL,NULL,David Raymond,David Raymond,Alexandra Daddario|Henry Cavill|Stanley Tucci,USA|USA,English,NULL,NULL,NULL,Arcola Entertainment|Arise Pictures|Buffalo Gal Pictures
Walking Tall,PG-13,Action|Crime,6.2,1h 26min,Kevin Bray,Mort Briskin|David Klass,Dwayne Johnson|Ashley Scott|Johnny Knoxville,USA,English,"$56,000,000 ",NULL,2 April 2004 (USA),Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment|Mandeville Films
Priest,PG-13,Action|Fantasy|Horror,5.7,1h 27min,Scott Stewart,Cory Goodman|Min-Woo Hyung,Paul Bettany|Cam Gigandet|Maggie Q,USA,English,"$60,000,000 ","$78,309,131,",13 May 2011 (USA),Screen Gems|Michael De Luca Productions|Stars Road Entertainment
#211,NULL,Action|Drama,NULL,NULL,York Alec Shackleton,York Alec Shackleton,Nicolas Cage|Sophie Skelton|Michael Rainey Jr.,USA,English,NULL,NULL,2018 (USA),Millennium Films|Nu Image Bulgaria
Killer Elite,R,Action|Crime|History,6.5,1h 56min,Gary McKendry,Matt Sherring|Ranulph Fiennes,Jason Statham|Clive Owen|Robert De Niro,UK|UK,English|Arabic|French|Spanish,"$70,000,000 ","$65,409,046 ",23 September 2011 (USA),Omnilab Media|Ambience Entertainment|Current Entertainment
The Getaway,PG,Action|Crime|Thriller,7.5,2h 3min,Sam Peckinpah,Walter Hill|Jim Thompson,Steve McQueen|Ali MacGraw|Ben Johnson,USA,English|Spanish,"$3,352,254 ","$58,831,997 ",16 December 1972 (Italy),First Artists|Solar Productions|Foster-Brower Productions
