Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Untitled Joker-Harley Quinn Project,NULL,Action|Adventure|Fantasy,NULL,NULL,Glenn Ficarra|John Requa,Paul Dini|Glenn Ficarra,Margot Robbie|Jared Leto,USA,English,NULL,NULL,NULL,Atlas Entertainment|DC Comics|Warner Bros.
Anacondas: The Hunt for the Blood Orchid,PG-13,Action|Adventure|Horror,4.6,1h 37min,Dwight H. Little,Hans Bauer|Jim Cash,Morris Chestnut|KaDee Strickland|Eugene Byrd,USA,English|Indonesian,"$25,000,000 ","$38,753,975 ",27 August 2004 (USA),Screen Gems|Middle Fork Productions
Gakuen Mokushiroku: Highschool of the Dead,TV-MA,Animation|Action|Drama,7.4,24min,NULL,NULL,Jun'ichi Suwabe|Marina Inoue|Eri Kitamura,Japan,Japanese,"JPYåÊ10,000",NULL,5 July 2010 (Japan),Madhouse|AT-X|Geneon Universal Entertainment
Rurouni Kenshin: Wandering Samurai,TV-14,Animation|Action|Adventure,8.6,24min,NULL,NULL,Mayo Suzukaze|Richard Cansino|Dean Wein,Japan,Japanese,NULL,NULL,17 March 2003 (USA),Aniplex|Fuji Television Network|SME Visual Works
"Big Mommas: Like Father, Like Son",PG-13,Action|Comedy|Crime,4.4,1h 47min,John Whitesell,Matt Fogel|Don Rhymer,Martin Lawrence|Brandon T. Jackson|Jessica Lucas,USA,English,"$32,000,000 ","$82,686,066 ",18 February 2011 (USA),Regency Enterprises|New Regency Pictures|Friendly Films (II)
Zombieland 2,NULL,Action|Comedy|Horror,NULL,NULL,Ruben Fleischer,Dave Callaham|Rhett Reese,NULL,NULL,NULL,NULL,NULL,NULL,Columbia Pictures|Pariah
Destiny 2,NULL,Action|Adventure|Fantasy,8.3,NULL,Christopher Barrett|Luke Smith,Clay Carmouche|Seth Dickinson,Nathan Fillion|Lance Reddick|Gina Torres,USA,English,NULL,NULL,6 September 2017 (USA),Bungie Studios
Chui lung,NULL,Action|Biography|Crime,7,2h 8min,Jason Kwan|Jing Wong,Jing Wong,Donnie Yen|Andy Lau|Philip Keung,Hong Kong|Hong Kong,Cantonese|English|Thai|Teochew,NULL,NULL,28 September 2017 (Hong Kong),Bona Film Group|Bullet Films|Infinitus Entertainment
Hard to Kill,R,Action|Crime|Drama,5.8,1h 36min,Bruce Malmuth,Steven McKay,Steven Seagal|Kelly LeBrock|William Sadler,USA,English,"$10,000,000 ",NULL,9 February 1990 (USA),Warner Bros.|Lee Rich Productions|Adelson / Todman / Simon Productions
Veneno,NULL,Action|Drama|Sport,8.5,1h 36min,TabarÌ© Blanchard,Riccardo Bardellino|TabarÌ© Blanchard,Manny Perez|Pepe Sierra|Richard Douglas,Dominican Republic,Spanish,"DOPåÊ115,126,396",NULL,13 April 2018 (USA),FrÌ_o FrÌ_o|La visual sonora
Kill La Kill,TV-14,Animation|Action|Comedy,8,25min,NULL,NULL,Ami Koshimizu|Aya Suzaki|Toshihiko Seki,Japan,Japanese,NULL,NULL,8 February 2015 (USA),Aniplex|Kadokawa Shoten Publishing Co.|Lucent Pictures Entertainment
Blues Brothers 2000,PG-13,Action|Comedy|Crime,4.8,2h 3min,John Landis,Dan Aykroyd|John Landis,Dan Aykroyd|John Goodman|Walter Levine,USA,English|Russian,"$28,000,000 ","$26,000,000 ",6 February 1998 (USA),Universal Pictures
Remo Williams: The Adventure Begins,PG-13,Action|Adventure|Comedy,6.4,2h 1min,Guy Hamilton,Richard Sapir|Warren Murphy,Fred Ward|Joel Grey|Wilford Brimley,USA,English,NULL,NULL,11 October 1985 (USA),Dick Clark Productions|Orion Pictures
Son of Rambow,PG-13,Action|Adventure|Comedy,7,1h 36min,Garth Jennings,Garth Jennings,Bill Milner|Will Poulter|Jessica Hynes,UK|UK|UK|UK,English|French,"å£4,000,000",NULL,23 May 2008 (USA),Hammer & Tongs|Celluloid Dreams|Good Film Productions
Dr. Strange,TV-PG,Action|Fantasy,5.4,1h 33min,Philip DeGuere Jr.,Philip DeGuere Jr.,Peter Hooten|Clyde Kusatsu|Jessica Walter,USA,English,NULL,NULL,6 September 1978 (USA),Universal Television
Black Lagoon,TV-MA,Animation|Action|Adventure,8.1,25min,NULL,NULL,Megumi Toyoguchi|Daisuke Namikawa|Maryke Hendrikse,Japan,Japanese|English|Spanish|Russian,NULL,NULL,8 April 2006 (Japan),Black Lagoon Committee|Geneon Entertainment|Geneon Entertainment
Xia dao lian meng,NULL,Action|Adventure|Crime,5.7,1h 48min,Stephen Fung,Chi Kwong Cheung|Stephen Fung,Jean Reno|Qi Shu|Jingchu Zhang,China|China|China,Chinese|English|French|Russian,NULL,NULL,18 August 2017 (USA),Gravity Pictures|China Film Co.|China Media Capital
Bulletproof Monk,PG-13,Action|Comedy|Fantasy,5.5,1h 44min,Paul Hunter,Ethan Reiff|Cyrus Voris,Yun-Fat Chow|Seann William Scott|Jaime King,USA|USA,English|Tibetan|Panjabi|German,"$52,000,000 ","$13,960,630,",16 April 2003 (USA),Metro-Goldwyn-Mayer (MGM)|Lakeshore Entertainment|Mosaic Media Group
Snabba cash,R,Action|Crime|Drama,6.7,2h 4min,Daniel Espinosa,Daniel Espinosa|Jens Lapidus,Joel Kinnaman|Matias Varela|Dragomir Mrsic,Sweden|Sweden|Sweden|Sweden,Swedish|Serbian|Spanish|English|German,NULL,NULL,15 January 2010 (Sweden),Tre VÌ_nner Produktion AB|Film i VÌ_st|Nordisk Film
D.E.B.S.,PG-13,Action|Comedy|Romance,5.3,1h 31min,Angela Robinson,Angela Robinson,Sara Foster|Jordana Brewster|Devon Aoki,USA,English,"$3,500,000 ",NULL,25 March 2005 (USA),Screen Gems|Anonymous Content|Andrea Sperling Productions
The Comancheros,APPROVED,Action|Adventure|Romance,6.9,1h 47min,Michael Curtiz|John Wayne,James Edward Grant|Clair Huffaker,John Wayne|Stuart Whitman|Ina Balin,USA,English,NULL,NULL,29 November 1961 (Sweden),Twentieth Century Fox
A Bittersweet Life,NOT RATED,Action|Drama,7.7,2h,Jee-woon Kim,Jee-woon Kim,Byung-hun Lee|Min-a Shin|Yeong-cheol Kim,South Korea,Korean|Russian,NULL,NULL,1 April 2005 (South Korea),B.O.M. Film Productions Co.|CJ Entertainment|CJ Venture Investment
Railroad Tigers,NOT RATED,Action|Comedy|War,5.9,2h 4min,Ding Sheng,Alex Jia|He Keke,Jackie Chan|Jaycee Chan|Zitao Huang,China,Mandarin|Japanese|English,"$50,000,000 ",NULL,23 December 2016 (China),Sparkle Roll Media|Shanghai Film Group|Beijing Going Zoom Media
The Lost World,NULL,Action|Sci-Fi|Adventure,7.3,1h,NULL,NULL,Peter McCauley|Rachel Blakely|Jennifer O'Dell,Australia|Australia|Australia,English,NULL,NULL,2 October 1999 (USA),Coote Hayes Productions|St. Clare Entertainment|Telescene Film Group Productions
Hanna,NULL,Action|Drama,NULL,NULL,NULL,NULL,Joel Kinnaman|Mireille Enos|Esme Creed-Miles,USA,NULL,NULL,NULL,NULL,Amazon Studios|NBC Universal International|Tomorrow Studios
The Lost Room,NULL,Action|Fantasy|Mystery,8.3,4h 30min,NULL,NULL,Peter Krause|Julianna Margulies|Peter Jacobson,USA,English,NULL,NULL,11 December 2006 (USA),Lions Gate Films|Lionsgate Productions|Motel Man Productions
Traitor,PG-13,Action|Crime|Drama,7,1h 54min,Jeffrey Nachmanoff,Jeffrey Nachmanoff|Steve Martin,Don Cheadle|Guy Pearce|Archie Panjabi,USA,English|Arabic,"$22,000,000 ",NULL,27 August 2008 (USA),Overture Films|Mandeville Films|Hyde Park Entertainment
Z,NULL,Action|Adventure,NULL,NULL,JonÌÁs CuarÌ_n,JonÌÁs CuarÌ_n|Glenn Gers,Gael GarcÌ_a Bernal|Kiersey Clemons,USA,English|Spanish,"$40,000,000 ",NULL,NULL,Lantica Media|Sobini Films|Twentieth Century Fox
Halo 4: Forward Unto Dawn,NOT RATED,Action|Adventure|Sci-Fi,7,1h 40min,NULL,NULL,Thom Green|Anna Popplewell|Enisha Brewster,USA,English,"$8,500,000 ",NULL,5 October 2012 (USA),343 Industries|Laskey Productions|Microsoft Studios
Striking Distance,R,Action|Crime|Mystery,5.8,1h 42min,Rowdy Herrington,Rowdy Herrington|Marty Kaplan,Bruce Willis|Sarah Jessica Parker|Dennis Farina,USA,English,"$30,000,000 ",NULL,17 September 1993 (USA),Columbia Pictures Corporation
The Grandmaster,PG-13,Action|Biography|Drama,6.5,2h 10min,Kar-Wai Wong,Kar-Wai Wong|Kar-Wai Wong,Tony Chiu-Wai Leung|Ziyi Zhang|Jin Zhang,Hong Kong|Hong Kong,Mandarin|Cantonese|Japanese,"$38,600,000 ","$64,076,736 ",30 August 2013 (USA),Block 2 Pictures|Jet Tone Films|Sil-Metropole Organisation
Metal Gear Solid V: The Phantom Pain,NULL,Action|Adventure|Crime,9.1,NULL,Hideo Kojima|Junji Tago,Hideo Kojima|Hideo Kojima,Kiefer Sutherland|Robin Atkin Downes|Troy Baker,Japan,English|Japanese,NULL,NULL,1 September 2015 (USA),Kojima Productions|Konami
Tough as They Come,NULL,Action|Biography|Drama,NULL,NULL,Sylvester Stallone,Marcus Brotherton|Travis Mills,Sylvester Stallone,USA,English,NULL,NULL,NULL,20th Century Fox Film Corporation|Rogue Marble
Johnny Test,TV-Y7,Animation|Action|Adventure,4.9,30min,NULL,NULL,James Arnold Taylor|Maryke Hendrikse|Lee Tockar,USA|USA,English,NULL,NULL,1 January 2005 (USA),Warner Bros. Animation|Coliseum Entertainment|Cookie Jar Entertainment
Thief,R,Action|Crime|Drama,7.4,2h 2min,Michael Mann,Frank Hohimer|Michael Mann,James Caan|Tuesday Weld|Willie Nelson,USA,English,"$5,500,000 ",NULL,27 March 1981 (USA),Mann/Caan Productions
See No Evil,R,Action|Horror|Thriller,5.1,1h 24min,Gregory Dark,Dan Madigan,Glenn Jacobs|Christina Vidal|Michael J. Pagan,USA|USA,English,"$8,000,000 ",NULL,19 May 2006 (USA),World Wrestling Entertainment (WWE)|Eye Scream Man Productions|Eye Scream Productions
"Batman: The Dark Knight Returns, Part 2",PG-13,Animation|Action|Adventure,8.4,1h 16min,Jay Oliva,Bob Kane|Jerry Siegel,Peter Weller|Ariel Winter|Michael Emerson,USA,English,"$3,500,000 ",NULL,29 January 2013 (USA),Warner Premiere|DC Entertainment|Warner Bros. Animation
Fainaru fantajÌ¨ sebun adobento chirudoren,PG-13,Animation|Action|Adventure,7.3,1h 41min,Tetsuya Nomura|Takeshi Nozue,Kazushige Nojima,Takahiro Sakurai|Ayumi ItÌ«|ShÌ«tarÌ« Morikubo,Japan,Japanese,NULL,NULL,14 September 2005 (Japan),Square Enix Company|Square USA
Loaded Weapon 1,PG-13,Action|Comedy|Crime,6.1,1h 24min,Gene Quintano,Don Holley|Tori Tellem,Emilio Estevez|Samuel L. Jackson|Jon Lovitz,USA,English,"$8,200,000 ",NULL,5 February 1993 (USA),New Line Cinema|3 Arts Entertainment
No Ordinary Family,TV-PG,Action|Comedy|Drama,6.9,1h,NULL,NULL,Michael Chiklis|Julie Benz|Kay Panabaker,USA,English,NULL,NULL,28 September 2010 (USA),"Berlanti Television|""Oh That Gus!""|ABC Studios"
Hard Rain,R,Action|Crime|Drama,5.8,1h 37min,Mikael Salomon,Graham Yost,Morgan Freeman|Christian Slater|Randy Quaid,USA|USA|USA|USA|USA|USA|USA|USA,English,"$70,000,000 ","$2,600,000,",16 January 1998 (USA),British Broadcasting Corporation (BBC) Television|Marubeni|Mutual Film Company
The Transformers: The Movie,PG,Animation|Action|Adventure,7.3,1h 24min,Nelson Shin,Ron Friedman,Orson Welles|Robert Stack|Leonard Nimoy,USA|USA,English|Japanese,"$6,000,000 ",NULL,8 August 1986 (USA),Sunbow Productions|Marvel Productions|Hasbro
Beowulf: Return to the Shieldlands,NULL,Action|Adventure|Drama,5.8,NULL,NULL,NULL,Kieran Bew|Joanne Whalley|Ed Speleers,UK,English,NULL,NULL,3 January 2016 (UK),ITV - Independent Television|ITV Studios
Hamburger Hill,R,Action|Drama|Thriller,6.7,1h 50min,John Irvin,James Carabatsos,Anthony Barrile|Michael Boatman|Don Cheadle,USA,English|French,NULL,NULL,28 August 1987 (USA),RKO Pictures
Toxic Shark,TV-14,Action|Adventure|Horror,3.5,1h 27min,Cole Sharpe,Ashley O'Neil,Kabby Borders|Christina Masterson|Michelle CortÌ©s,USA|USA,English|Spanish,"$500,000 ",NULL,3 August 2017 (USA),4 Mile Productions|MarVista Entertainment
Power Rangers S.P.D.,TV-Y7,Action|Adventure|Sci-Fi,6.4,22min,NULL,NULL,Brandon Jay McLaren|Chris Violette|Matt Sadowski,USA|USA,English,NULL,NULL,5 February 2005 (USA),BVS Entertainment Inc.|BVS International N.V.|Ranger Productions Ltd.
Underwater,NULL,Action|Drama|Thriller,NULL,NULL,William Eubank,Brian Duffield,Kristen Stewart|T.J. Miller|Jessica Henwick,USA,English,"$60,000,000 ",NULL,NULL,Chernin Entertainment|TSG Entertainment|Twentieth Century Fox
Midway,PG,Action|Drama|History,6.8,2h 12min,Jack Smight,Donald S. Sanford,Charlton Heston|Henry Fonda|James Coburn,USA,English,NULL,NULL,18 June 1976 (USA),"Mirisch Corporation, The|Universal Pictures"
Deathgasm,NOT RATED,Action|Comedy|Horror,6.3,1h 26min,Jason Lei Howden,Jason Lei Howden|Sarah Howden,Milo Cawthorne|James Blake|Kimberley Crossman,New Zealand|New Zealand,English,NULL,NULL,2 October 2015 (USA),Metalheads|MPI Media Group|New Zealand Film Commission
The Cowboy Way,PG-13,Action|Comedy|Crime,5.8,1h 42min,Gregg Champion,Robert C. Thompson|William D. Wittliff,Woody Harrelson|Kiefer Sutherland|Dylan McDermott,USA,English,"$35,000,000 ",NULL,3 June 1994 (USA),Imagine Entertainment|Universal Pictures
GekijÌ«ban Fairy Tail: Dragon Cry,TV-14,Animation|Action|Adventure,7.5,1h 25min,Tatsuma Minamikawa,Hiro Mashima|Hiro Mashima,Makoto Furukawa|Wataru Hatano|Aya Hirano,Japan,Japanese,NULL,"$169,203,",6 May 2017 (Japan),A-1 Pictures|Fairy Tale DC Production Committee for Theater Version
Attila,UNRATED,Action|Adventure|Biography,6.7,2h 57min,NULL,NULL,Pauline Lynch|Steven Berkoff|Andrew Pleavin,USA|USA,English,NULL,NULL,30 January 2001 (USA),Alphaville Films|Attila Productions|Michael R. Joyce Productions
Ben 10,NULL,Animation|Action|Sci-Fi,7.1,30min,NULL,NULL,Tara Strong|Paul Eiding|Meagan Smith,USA,English,NULL,NULL,27 December 2005 (USA),Cartoon Network Studios|Cartoon Network
The Big Boss,R,Action|Crime|Drama,7.1,1h 39min,Wei Lo|Chia-Hsiang Wu,Wei Lo,Bruce Lee|Maria Yi|James Tien,Hong Kong,Mandarin|Cantonese,"$100,000 ",NULL,February 1981 (USA),Golden Harvest Company
Undercover Grandpa,PG-13,Action|Comedy|Family,5.1,1h 34min,Erik Canuel,Jeff Schechter,Dylan Everett|James Caan|Greta Onieogou,Canada,English|German,NULL,NULL,7 July 2017 (USA),CCI Entertainment|Grandpa Productions Ltd.|Productions de Grand-Pere
15 Minutes,R,Action|Crime|Drama,6.1,2h,John Herzfeld,John Herzfeld,Robert De Niro|Edward Burns|Kelsey Grammer,USA|USA,English|Czech|Russian|Greek|Afrikaans,"$60,000,000 ","$56,359,980 ",9 March 2001 (USA),New Line Cinema|Industry Entertainment|New Redemption Pictures
The Pope of Greenwich Village,R,Action|Comedy|Crime,6.7,2h 1min,Stuart Rosenberg,Vincent Patrick|Vincent Patrick,Eric Roberts|Mickey Rourke|Daryl Hannah,USA,English,"$8,000,000 ",NULL,22 June 1984 (USA),United Artists
Spawn,TV-MA,Animation|Action|Crime,8.1,30min,NULL,NULL,Keith David|Richard Dysart|Dominique Jennings,USA,English,NULL,NULL,16 May 1997 (USA),HBO Animation|Home Box Office (HBO)|Todd McFarlane Entertainment
Saving Silverman,PG-13,Action|Comedy|Crime,5.9,1h 30min,Dennis Dugan,Hank Nelken|Greg DePaul,Jason Biggs|Steve Zahn|Jack Black,USA|USA,English|Thai,"$22,000,000 ",NULL,9 February 2001 (USA),Columbia Pictures Corporation|Village Roadshow Pictures|NPV Entertainment
Rollerball,R,Action|Sci-Fi|Sport,3,1h 38min,John McTiernan,William Harrison|William Harrison,Chris Klein|Jean Reno|LL Cool J,USA|USA|USA,English|Russian|French|Arabic|Korean|German|Japanese,"$70,000,000 ","$25,852,764,",8 February 2002 (USA),Atlas Entertainment|Helkon Media|Metro-Goldwyn-Mayer (MGM)
Winx Club,TV-Y7,Animation|Action|Adventure,5.6,25min,NULL,NULL,Perla Liberatori|Gemma Donati|Letizia Ciampa,Italy,Italian,"$10,000,000 ",NULL,19 June 2004 (USA),Rai Fiction|Rainbow S.r.l
The Net,PG-13,Action|Crime|Drama,5.9,1h 54min,Irwin Winkler,John Brancato|Michael Ferris,Sandra Bullock|Jeremy Northam|Dennis Miller,USA,English|Spanish,"$22,000,000 ","$110,627,965 ",28 July 1995 (USA),Columbia Pictures Corporation|Winkler Films
Moontrap: Target Earth,NULL,Action|Adventure|Sci-Fi,5.1,1h 25min,Robert Dyke,Robert Dyke|Tex Ragsdale,Tarick Salmaci|Niki Spiridakos|Sarah Butler,USA,English,NULL,NULL,7 February 2017 (USA),MT2 Productions
Stalingrad,R,Action|Drama|War,5.6,2h 11min,Fedor Bondarchuk,Sergey Snezhkin|Ilya Tilkin,Mariya Smolnikova|Yanina Studilina|Pyotr Fyodorov,Russia,Russian|German|Japanese,"$30,000,000 ","$68,245,261 ",10 October 2013 (Russia),Art Pictures Studio|Non-Stop Productions
ReBoot,TV-Y7,Animation|Action|Adventure,7.9,30min,NULL,NULL,Michael Donovan|Kathleen Barr|Garry Chalk,Canada,English,NULL,NULL,10 September 1994 (USA),Alliance Communications Corporation|BLT Productions|Mainframe Entertainment
The War of the Worlds,G,Action|Sci-Fi|Thriller,7.1,1h 25min,Byron Haskin,H.G. Wells|BarrÌ© Lyndon,Gene Barry|Ann Robinson|Les Tremayne,USA,English|Spanish,"$2,000,000 ",NULL,26 August 1953 (USA),Paramount Pictures
The Legend of Conan,NULL,Action|Adventure|Fantasy,NULL,NULL,NULL,Will Beall|Andrea Berloff,Arnold Schwarzenegger,USA,English,NULL,NULL,NULL,Chris Morgan Productions
Get Carter,R,Action|Crime|Drama,5.1,1h 42min,Stephen Kay,Ted Lewis|David McKenna,Sylvester Stallone|Rachael Leigh Cook|Miranda Richardson,USA,English,"$63,600,000 ","$4,445,811,",6 October 2000 (USA),"Morgan Creek Entertainment Group|Franchise Pictures|Canton Company, The"
Revenge,R,Action|Crime|Drama,6.2,2h 4min,Tony Scott,Jim Harrison|Jim Harrison,Kevin Costner|Anthony Quinn|Madeleine Stowe,USA,English|Spanish,NULL,NULL,16 February 1990 (USA),New World Pictures|Rastar Films
Air America,R,Action|Comedy,5.7,1h 53min,Roger Spottiswoode,Christopher Robbins|John Eskow,Mel Gibson|Robert Downey Jr.|Nancy Travis,USA,English|Lao,"$35,000,000 ",NULL,10 August 1990 (USA),Carolco Pictures|IndieProd Company Productions
The Enforcer,R,Action|Crime|Thriller,6.8,1h 36min,James Fargo,Harry Julian Fink|Rita M. Fink,Clint Eastwood|Tyne Daly|Harry Guardino,USA,English,"$9,000,000 ",NULL,22 December 1976 (USA),"Warner Bros.|Malpaso Company, The"
Torque,PG-13,Action|Comedy|Crime,4,1h 24min,Joseph Kahn,Matt Johnson,Martin Henderson|Ice Cube|Monet Mazur,USA,English,"$40,000,000 ","$46,546,197 ",16 January 2004 (USA),Warner Bros.|Village Roadshow Pictures|Original Film
Shaft,R,Action|Crime|Thriller,6.6,1h 40min,Gordon Parks,Ernest Tidyman|John D.F. Black,Richard Roundtree|Moses Gunn|Charles Cioffi,USA,English,"$1,125,000 ",NULL,2 July 1971 (USA),Metro-Goldwyn-Mayer (MGM)|Shaft Productions
Mirai nikki,TV-MA,Animation|Action|Drama,7.8,25min,NULL,NULL,Emily Neves|Jamie Marchi|Leah Clark,Japan,Japanese,NULL,NULL,9 October 2011 (Japan),12 Diary Holders|Asread|Chara-Ani
Species II,R,Action|Horror|Sci-Fi,4.3,1h 33min,Peter Medak,Dennis Feldman|Chris Brancato,Natasha Henstridge|Michael Madsen|Marg Helgenberger,USA,English,NULL,"$7,600,000,",10 April 1998 (USA),Metro-Goldwyn-Mayer (MGM)|FGM Entertainment
Shanghai Knights,PG-13,Action|Adventure|Comedy,6.2,1h 54min,David Dobkin,Alfred Gough|Miles Millar,Jackie Chan|Owen Wilson|Fann Wong,USA|USA,English|Mandarin,"$50,000,000 ","$88,323,487 ",7 February 2003 (USA),Touchstone Pictures|Spyglass Entertainment|Birnbaum / Barber Productions
Parade's End,NULL,Action|Drama|Romance,7.7,4h 47min,NULL,NULL,Benedict Cumberbatch|Rebecca Hall|Roger Allam,UK,English,NULL,NULL,26 February 2013 (USA),Mammoth Screen|British Broadcasting Corporation (BBC)|Home Box Office (HBO)
Black Clover,NULL,Animation|Action|Comedy,7.4,30min,NULL,NULL,Gakuto Kajiwara|Nobunaga Shimazaki|Kana Yuuki,Japan,Japanese,NULL,NULL,3 October 2017 (Japan),Pierrot
Batman Beyond,TV-Y7,Adventure|Animation|Action,8.1,23min,NULL,NULL,Will Friedle|Kevin Conroy|Lauren Tom,USA,English,NULL,NULL,10 January 1999 (USA),Warner Bros. Animation|DC Comics|Warner Bros. Television
Sniper,R,Action|Thriller|War,6.1,1h 38min,Luis Llosa,Michael Frost Beckner|Crash Leyland,Tom Berenger|Billy Zane|J.T. Walsh,USA|USA,English|Spanish,NULL,NULL,29 January 1993 (USA),Baltimore Pictures|Iguana Producciones|Sniper Productions
Forces spÌ©ciales,R,Action|Drama|War,6.4,1h 49min,StÌ©phane Rybojad,StÌ©phane Rybojad|Michael Cooper,Diane Kruger|Djimon Hounsou|BenoÌ¨t Magimel,France,French|English,"‰âÂ10,000,000",NULL,2 November 2011 (France),Easy Company|StudioCanal|Canal+
Spy Hard,PG-13,Action|Comedy,5.3,1h 21min,Rick Friedberg,Jason Friedberg|Aaron Seltzer,Leslie Nielsen|Nicollette Sheridan|Charles Durning,USA,English|French|Spanish,"$18,000,000 ",NULL,24 May 1996 (USA),Hollywood Pictures
Thunderbirds,PG,Action|Adventure|Comedy,4.2,1h 35min,Jonathan Frakes,Gerry Anderson|Sylvia Anderson,Bill Paxton|Anthony Edwards|Ben Kingsley,UK|UK|UK,English,"$57,000,000 ",NULL,30 July 2004 (USA),Working Title Films|StudioCanal|Tracy Films
Tron 3,NULL,Action|Adventure|Sci-Fi,NULL,NULL,NULL,David DiGilio,Jared Leto,USA,English,NULL,NULL,NULL,Walt Disney Pictures
The Final Countdown,PG,Action|Sci-Fi,6.7,1h 43min,Don Taylor,Thomas Hunter|Peter Powell,Kirk Douglas|Martin Sheen|Katharine Ross,USA,English|Japanese|Russian,"$12,000,000 ","$56,647,800 ",1 August 1980 (USA),The Bryna Company
Capricorn One,PG,Action|Thriller,6.8,2h 3min,Peter Hyams,Peter Hyams,Elliott Gould|James Brolin|Brenda Vaccaro,USA|USA,English,"$5,000,000 ",NULL,2 June 1978 (USA),Associated General Films|ITC Films
The Green Hornet,TV-PG,Action|Crime|Sci-Fi,7.6,1h 39min,NULL,NULL,Van Williams|Bruce Lee|Wende Wagner,USA,English,NULL,NULL,9 September 1966 (USA),20th Century Fox Television|Greenway Productions
The Chicago Code,NULL,Action|Crime|Drama,7.7,44min,NULL,NULL,Jason Clarke|Jennifer Beals|Matt Lauria,USA,English,NULL,NULL,7 February 2011 (USA),MiddKid Productions|20th Century Fox Television
Thunderbirds,TV-G,Animation|Action|Adventure,7.9,50min,NULL,NULL,Sylvia Anderson|Peter Dyneley|David Graham,UK,English,NULL,NULL,30 September 1965 (UK),AP Films (APF)|Associated Television (ATV)
Fighting,PG-13,Action|Drama|Sport,5.6,1h 45min,Dito Montiel,Robert Munic|Dito Montiel,Channing Tatum|Terrence Howard|Luis GuzmÌÁn,USA,English|Russian,NULL,NULL,24 April 2009 (USA),Rogue Pictures|Misher Films|5150 Action
Class of 1999,R,Action|Horror|Sci-Fi,5.8,1h 39min,Mark L. Lester,Mark L. Lester|C. Courtney Joyner,Bradley Gregg|Traci Lind|Malcolm McDowell,USA,English,"$5,200,000 ",NULL,11 May 1990 (USA),Lightning Pictures|Original Pictures|Vestron Pictures
Wolfenstein II: The New Colossus,NULL,Action|Adventure|Comedy,6.8,NULL,Fredrik Ljungdahl|Jens Matthies,Jens Matthies|Tommy Tordsson,Brian Bloom|Alicja Bachleda|Gideon Emery,Sweden|Sweden,English|German|Yiddish,NULL,NULL,27 October 2017 (USA),MachineGames
